Country	Male	Female	ID	id_row
Albania	51.0	7.0	Q222	0
Algeria	30.0	1.0	Q262	1
Andorra	38.0	29.0	Q228	2
Argentina	28.0	16.0	Q414	3
Armenia	52.0	2.0	Q399	4
Australia	17.0	13.0	Q408	5
Austria	31.0	28.0	Q40	6
Azerbaijan	43.0	0.0	Q227	7
Bahamas, The	20.0	3.0	Q778	8
Bahrain	38.0	6.0	Q398	9
Bangladesh	45.0	1.0	Q902	10
Barbados	15.0	2.0	Q244	11
Belarus	46.0	11.0	Q184	12
Belgium	31.0	25.0	Q31	13
Benin	12.0	1.0	Q962	14
Bosnia and Herzegovina	48.0	30.0	Q225	15
Botswana	34.0	6.0	Q963	16
Brazil	18.0	10.0	Q155	17
Brunei Darussalam	31.0	2.0	Q921	18
Bulgaria	44.0	30.0	Q219	19
Burkina Faso	24.0	2.0	Q965	20
Cabo Verde	17.0	2.0	Q1011	21
Cambodia	34.0	2.0	Q424	22
Canada	17.0	12.0	Q16	23
Chile	42.0	34.0	Q298	24
China	48.0	2.0	Q148	25
Colombia	14.0	5.0	Q739	26
Comoros	24.0	4.0	Q970	27
Congo, Rep.	52.0	2.0	Q971	28
Costa Rica	17.0	6.0	Q800	29
Croatia	40.0	34.0	Q224	30
Cuba	53.0	17.0	Q241	31
Cyprus	53.0	20.0	Q229	32
Czech Republic	38.0	31.0	Q213	33
Denmark	19.0	19.0	Q35	34
Djibouti	25.0	2.0	Q977	35
Dominican Republic	19.0	9.0	Q786	36
Ecuador	12.0	2.0	Q736	37
Egypt, Arab Rep.	50.0	0.0	Q79	38
El Salvador	19.0	3.0	Q792	39
Eritrea	11.0	0.0	Q986	40
Estonia	39.0	25.0	Q191	41
Eswatini	17.0	2.0	Q1050	42
Ethiopia	9.0	0.0	Q115	43
Fiji	35.0	10.0	Q712	44
Finland	23.0	18.0	Q33	45
France	36.0	30.0	Q142	46
Gambia, The	31.0	1.0	Q1005	47
Georgia	56.0	5.0	Q230	48
Germany	33.0	28.0	Q183	49
Ghana	8.0	0.0	Q117	50
Greece	52.0	35.0	Q41	51
Haiti	23.0	3.0	Q790	52
Hungary	35.0	27.0	Q28	53
Iceland	15.0	14.0	Q189	54
