Country	exports2010	exports2019	ID	id_row
Albania	18.0	1.7	Q222	0
Algeria	97.3	94.5	Q262	1
Andorra	0.0	0.0	Q228	2
Angola	96.5	92.1	Q916	3
Antigua and Barbuda	0.0	0.0	Q781	4
Argentina	8.1	3.7	Q414	5
Armenia	3.1	3.2	Q399	6
Aruba	0.1	0.1	Q21203	7
Australia	30.8	24.4	Q408	8
Austria	3.2	2.0	Q40	9
Azerbaijan	94.5	91.2	Q227	10
Bahrain	74.3	53.4	Q398	11
Barbados	0.0	4.7	Q244	12
Belarus	27.5	24.4	Q184	13
Belgium	8.8	7.7	Q31	14
Belize	36.2	4.9	Q242	15
Benin	0.0	0.0	Q962	16
Bermuda	6.3	0.1	Q23635	17
Bolivia	43.9	40.3	Q750	18
Bosnia and Herzegovina	15.0	7.9	Q225	19
Botswana	0.4	0.3	Q963	20
Brazil	9.9	13.7	Q155	21
Brunei Darussalam	95.2	95.6	Q921	22
Bulgaria	13.3	8.1	Q219	23
Burkina Faso	0.1	2.4	Q965	24
Burundi	2.3	0.0	Q967	25
Cambodia	0.0	0.0	Q424	26
Cameroon	49.5	42.9	Q1009	27
Canada	26.3	25.0	Q16	28
Central African Republic	0.6	0.0	Q929	29
Chile	1.0	0.9	Q298	30
China	1.7	1.9	Q148	31
Hong Kong SAR, China	3.3	0.1	Q8646	32
Macao SAR, China	0.0	0.0	Q14773	33
Colombia	60.4	60.0	Q739	34
Comoros	0.1	0.0	Q970	35
Congo, Rep.	67.7	84.0	Q971	36
Costa Rica	0.6	0.0	Q800	37
Cote d'Ivoire	24.1	18.4	Q1008	38
Croatia	12.3	10.4	Q224	39
Cyprus	0.0	26.8	Q229	40
Czech Republic	3.7	1.7	Q213	41
Denmark	8.1	4.2	Q35	42
Dominican Republic	0.1	0.3	Q786	43
Ecuador	55.3	41.1	Q736	44
Egypt, Arab Rep.	29.8	28.4	Q79	45
El Salvador	3.0	3.4	Q792	46
Estonia	15.6	7.9	Q191	47
Eswatini	1.2	0.8	Q1050	48
Ethiopia	0.0	0.0	Q115	49
Fiji	0.1	0.0	Q712	50
Finland	8.2	8.3	Q33	51
France	3.7	3.2	Q142	52
Gambia, The	0.0	0.0	Q1005	53
Georgia	5.5	0.7	Q230	54
Germany	2.0	2.2	Q183	55
Ghana	0.3	47.5	Q117	56
Greece	26.1	31.6	Q41	57
Greenland	0.0	0.0	Q223	58
Guatemala	4.5	4.6	Q774	59
Guyana	0.0	0.0	Q734	60
Honduras	8.6	0.8	Q783	61
Hungary	2.6	2.6	Q28	62
Iceland	1.0	1.6	Q189	63
India	16.9	13.6	Q668	64
Indonesia	29.7	23.2	Q252	65
Iran, Islamic Rep.	70.8	70.8	Q794	66
Ireland	1.1	0.9	Q27	67
Israel	0.9	2.1	Q801	68
Italy	4.7	3.0	Q38	69
Jamaica	22.7	19.3	Q766	70
Japan	1.7	1.9	Q17	71
Jordan	1.1	1.7	Q810	72
Kazakhstan	72.8	67.1	Q232	73
Kenya	4.3	0.9	Q114	74
Korea, Rep.	6.9	7.6	Q884	75
Kuwait	92.8	90.9	Q817	76
Kyrgyz Republic	15.3	12.0	Q813	77
Lao PDR	0.9	24.9	Q819	78
Latvia	5.3	4.6	Q211	79
Lebanon	0.2	0.9	Q822	80
Lesotho	0.1	0.1	Q1013	81
Lithuania	23.4	14.6	Q37	82
Luxembourg	1.0	0.1	Q32	83
Madagascar	6.7	3.1	Q1019	84
Malawi	0.2	0.1	Q1020	85
Malaysia	15.9	15.3	Q833	86
Maldives	0.0	0.0	Q826	87
Mali	0.1	0.1	Q912	88
Malta	25.7	28.1	Q233	89
Mauritius	0.0	0.9	Q1027	90
Mexico	14.0	5.3	Q96	91
Moldova	0.3	0.0	Q217	92
Montenegro	10.8	20.8	Q236	93
Morocco	1.1	1.5	Q1028	94
Mozambique	19.7	47.0	Q1029	95
Myanmar	35.2	21.6	Q836	96
Namibia	1.3	0.6	Q1030	97
Nepal	0.0	0.0	Q837	98
Netherlands	10.0	10.3	Q55	99
New Zealand	5.0	1.5	Q664	100
Nicaragua	1.4	0.3	Q811	101
Nigeria	87.1	94.0	Q1033	102
North Macedonia	7.7	2.1	Q221	103
Norway	63.8	62.3	Q20	104
Oman	77.8	75.2	Q842	105
Pakistan	5.7	1.6	Q843	106
Palau	0.1	0.5	Q695	107
Paraguay	30.5	23.3	Q733	108
Peru	11.9	10.4	Q419	109
Philippines	1.9	1.6	Q928	110
Poland	4.1	2.2	Q36	111
Portugal	6.1	5.8	Q45	112
Qatar	92.6	93.9	Q846	113
Romania	5.2	3.7	Q218	114
Russian Federation	65.6	52.0	Q159	115
Samoa	0.0	25.7	Q683	116
Sao Tome and Principe	0.0	0.0	Q1039	117
Senegal	23.2	23.7	Q1041	118
Seychelles	0.0	0.0	Q1042	119
Singapore	16.2	12.6	Q334	120
Slovak Republic	5.3	2.8	Q214	121
Slovenia	4.3	5.2	Q215	122
Solomon Islands	0.0	0.0	Q685	123
South Africa	10.6	11.1	Q258	124
Spain	4.9	5.8	Q29	125
Sri Lanka	0.2	2.6	Q854	126
St. Kitts and Nevis	0.0	0.0	Q763	127
St. Lucia	0.0	5.6	Q760	128
St. Vincent and the Grenadines	0.0	0.0	Q757	129
Sweden	6.9	6.3	Q34	130
Switzerland	2.9	1.0	Q39	131
Tanzania	2.5	0.9	Q924	132
Thailand	4.8	3.9	Q869	133
Togo	0.1	2.1	Q945	134
Tunisia	14.2	6.0	Q948	135
Turkey	3.9	4.3	Q43	136
Uganda	1.2	6.7	Q1036	137
Ukraine	6.9	1.5	Q212	138
United Arab Emirates	53.5	74.8	Q878	139
United Kingdom	12.4	8.9	Q145	140
United States	7.2	14.4	Q30	141
Uruguay	3.2	1.2	Q77	142
Vietnam	11.1	1.6	Q881	143
Zambia	0.6	1.1	Q953	144
Zimbabwe	2.0	1.5	Q954	145
