Country	Exports2007	Exports2017	ID	id_row
American Samoa	22.2	18.2	Q16641	0
Cambodia	3.6	14.5	Q424	1
China	5.5	10.8	Q148	2
Fiji	16.0	24.6	Q712	3
Indonesia	18.9	29.6	Q252	4
Kiribati	8.3	79.1	Q710	5
Korea, Dem. Peopleâ€™s Rep.	22.5	86.5	Q423	6
Lao PDR	70.9	81.5	Q819	7
Malaysia	19.7	28.1	Q833	8
Marshall Islands	0.0	16.0	Q709	9
Micronesia, Fed. Sts.	0.9	74.9	Q702	10
Mongolia	72.5	85.1	Q711	11
Myanmar	44.4	61.6	Q836	12
Papua New Guinea	12.8	20.7	Q691	13
Philippines	21.1	20.5	Q928	14
Samoa	5.1	35.4	Q683	15
Solomon Islands	70.3	74.2	Q685	16
Thailand	24.9	34.3	Q869	17
Timor-Leste	1.9	36.9	Q574	18
Tonga	9.1	13.0	Q678	19
Tuvalu	7.7	3.4	Q672	20
Vanuatu	17.2	35.3	Q686	21
Vietnam	19.6	25.5	Q881	22
Albania	7.3	18.8	Q222	23
Armenia	35.0	46.1	Q399	24
Azerbaijan	37.3	21.4	Q227	25
Belarus	47.3	61.7	Q184	26
Bosnia and Herzegovina	20.5	23.9	Q225	27
Bulgaria	29.7	24.9	Q219	28
Georgia	56.9	60.8	Q230	29
Kazakhstan	20.5	21.5	Q232	30
Kosovo	55.6	48.5	Q1246	31
Kyrgyz Republic	69.0	49.3	Q813	32
North Macedonia	34.8	23.6	Q221	33
Moldova	62.1	52.7	Q217	34
Montenegro	28.4	49.0	Q236	35
Romania	17.6	13.1	Q218	36
Russian Federation	22.6	20.2	Q159	37
Serbia	41.7	33.7	Q403	38
Tajikistan	47.1	46.6	Q863	39
Turkey	15.8	11.7	Q43	40
Turkmenistan	84.3	12.8	Q874	41
Ukraine	48.6	26.5	Q212	42
Uzbekistan	35.9	37.3	Q265	43
Argentina	30.5	25.3	Q414	44
Belize	20.6	10.3	Q242	45
Bolivia	60.1	44.4	Q750	46
Brazil	21.6	16.0	Q155	47
Colombia	33.5	21.4	Q739	48
Costa Rica	20.9	24.4	Q800	49
Cuba	51.2	30.6	Q241	50
Dominica	26.5	19.5	Q784	51
Dominican Republic	10.7	13.4	Q786	52
Ecuador	25.4	15.3	Q736	53
El Salvador	38.2	44.1	Q792	54
Grenada	17.9	25.5	Q769	55
Guatemala	39.9	38.9	Q774	56
Guyana	10.1	12.9	Q734	57
Haiti	11.0	6.6	Q790	58
Honduras	30.8	24.9	Q783	59
Jamaica	1.7	5.7	Q766	60
Mexico	5.3	4.5	Q96	61
Nicaragua	42.6	29.8	Q811	62
Paraguay	68.6	53.2	Q733	63
Peru	12.9	10.7	Q419	64
St. Lucia	15.5	16.4	Q760	65
St. Vincent and the Grenadines	29.5	19.4	Q757	66
Suriname	4.0	10.3	Q730	67
Venezuela, RB	10.4	8.4	Q717	68
Algeria	1.7	5.3	Q262	69
Djibouti	8.5	5.0	Q977	70
Egypt, Arab Rep.	10.1	7.8	Q79	71
Iran, Islamic Rep.	1.7	0.4	Q794	72
Iraq	2.6	1.4	Q796	73
Jordan	24.7	17.7	Q810	74
Lebanon	24.9	20.9	Q822	75
Libya	3.0	9.1	Q1016	76
Morocco	2.7	2.5	Q1028	77
Syrian Arab Republic	23.5	54.2	Q858	78
Tunisia	9.0	8.2	Q948	79
West Bank and Gaza	5.8	7.6	Q407199	80
Yemen, Rep.	1.8	32.9	Q805	81
Afghanistan	43.3	83.1	Q889	82
Bangladesh	2.3	2.2	Q902	83
Bhutan	83.3	96.0	Q917	84
India	5.8	6.9	Q668	85
Maldives	16.5	5.5	Q826	86
Nepal	72.5	55.9	Q837	87
Pakistan	9.1	12.3	Q843	88
Sri Lanka	7.8	8.9	Q854	89
Angola	1.6	5.1	Q916	90
Benin	36.2	20.9	Q962	91
Botswana	18.0	14.3	Q963	92
Burkina Faso	30.2	13.1	Q965	93
Burundi	11.9	29.7	Q967	94
Cabo Verde	0.7	0.9	Q1011	95
Cameroon	18.1	11.6	Q1009	96
Central African Republic	2.7	15.4	Q929	97
Chad	0.2	0.6	Q657	98
Comoros	8.8	6.4	Q970	99
Congo, Dem. Rep.	27.4	27.4	Q974	100
Congo, Rep.	10.5	25.6	Q971	101
Cote d'Ivoire	30.0	22.1	Q1008	102
Eritrea	17.5	0.3	Q986	103
Ethiopia	9.8	30.7	Q115	104
Gabon	3.4	6.3	Q1000	105
Gambia, The	35.9	37.4	Q1005	106
Ghana	47.4	14.0	Q117	107
Guinea	3.1	19.4	Q1006	108
Guinea-Bissau	68.9	9.4	Q1007	109
Kenya	37.9	34.2	Q114	110
Lesotho	75.3	34.3	Q1013	111
Liberia	2.7	2.7	Q1014	112
Madagascar	3.3	6.9	Q1019	113
Malawi	36.8	27.5	Q1020	114
Mali	76.3	59.3	Q912	115
Mauritania	23.3	6.7	Q1025	116
Mauritius	10.6	20.0	Q1027	117
Mozambique	22.6	22.1	Q1029	118
Namibia	35.9	42.8	Q1030	119
Niger	17.3	19.0	Q1032	120
Nigeria	9.3	11.2	Q1033	121
Rwanda	35.3	29.8	Q1037	122
Sao Tome and Principe	26.9	4.4	Q1039	123
Senegal	51.1	43.2	Q1041	124
Sierra Leone	22.5	32.9	Q1044	125
Somalia	12.5	5.1	Q1045	126
South Africa	14.1	25.8	Q258	127
Sudan	0.3	4.2	Q1049	128
Eswatini	32.3	81.7	Q1050	129
Tanzania	30.3	37.0	Q924	130
Togo	53.8	68.7	Q945	131
Uganda	44.1	49.7	Q1036	132
Zambia	24.1	19.2	Q953	133
Zimbabwe	68.9	90.0	Q954	134
