Country	Savings	ID	id_row
Afghanistan	0.1	Q889	0
Albania	0.1	Q222	1
Algeria	0.2	Q262	2
Angola	0.3	Q916	3
Argentina	0.0	Q414	4
Armenia	0.2	Q399	5
Aruba	0.0	Q21203	6
Australia	0.0	Q408	7
Austria	0.0	Q40	8
Azerbaijan	0.0	Q227	9
Bahamas, The	0.0	Q778	10
Bahrain	0.0	Q398	11
Bangladesh	0.1	Q902	12
Barbados	0.0	Q244	13
Belarus	0.4	Q184	14
Belgium	0.0	Q31	15
Belize	0.0	Q242	16
Benin	0.7	Q962	17
Bhutan	1.3	Q917	18
Bolivia	0.3	Q750	19
Bosnia and Herzegovina	0.2	Q225	20
Botswana	0.0	Q963	21
Brazil	0.1	Q155	22
Brunei Darussalam	0.0	Q921	23
Bulgaria	0.0	Q219	24
Burkina Faso	3.7	Q965	25
Burundi	10.0	Q967	26
Cabo Verde	0.2	Q1011	27
Cambodia	0.5	Q424	28
Cameroon	0.0	Q1009	29
Canada	0.0	Q16	30
Central African Republic	0.0	Q929	31
Chad	2.4	Q657	32
Chile	0.0	Q298	33
China	0.0	Q148	34
Colombia	0.0	Q739	35
Comoros	1.0	Q970	36
Congo, Dem. Rep.	6.5	Q974	37
Congo, Rep.	0.0	Q971	38
Costa Rica	0.2	Q800	39
Cote d'Ivoire	0.0	Q1008	40
Croatia	0.0	Q224	41
Cuba	0.0	Q241	42
Cyprus	0.0	Q229	43
Czech Republic	0.1	Q213	44
Denmark	0.0	Q35	45
Djibouti	0.3	Q977	46
Dominica	0.0	Q784	47
Dominican Republic	0.0	Q786	48
Ecuador	0.2	Q736	49
Egypt, Arab Rep.	0.2	Q79	50
El Salvador	0.6	Q792	51
Equatorial Guinea	0.0	Q983	52
Estonia	0.1	Q191	53
Eswatini	1.7	Q1050	54
Ethiopia	5.2	Q115	55
Fiji	0.0	Q712	56
Finland	0.0	Q33	57
France	0.0	Q142	58
Gabon	0.0	Q1000	59
Gambia, The	2.4	Q1005	60
Georgia	0.0	Q230	61
Germany	0.0	Q183	62
Ghana	3.2	Q117	63
Greece	0.0	Q41	64
Guatemala	0.7	Q774	65
Guinea	5.2	Q1006	66
Guinea-Bissau	6.5	Q1007	67
Guyana	0.0	Q734	68
Haiti	0.6	Q790	69
Honduras	0.7	Q783	70
Hungary	0.0	Q28	71
Iceland	0.0	Q189	72
India	0.1	Q668	73
Indonesia	0.0	Q252	74
Iran, Islamic Rep.	0.0	Q794	75
Iraq	0.0	Q796	76
Ireland	0.0	Q27	77
Israel	0.0	Q801	78
Italy	0.0	Q38	79
Jamaica	0.1	Q766	80
Japan	0.0	Q17	81
Jordan	0.0	Q810	82
Kazakhstan	0.0	Q232	83
Kenya	1.3	Q114	84
Kiribati	0.0	Q710	85
Korea, Rep.	0.0	Q884	86
Kuwait	0.0	Q817	87
Kyrgyz Republic	0.0	Q813	88
Lao PDR	1.0	Q819	89
Latvia	0.0	Q211	90
Lebanon	0.0	Q822	91
Lesotho	2.7	Q1013	92
Liberia	12.8	Q1014	93
Libya	0.1	Q1016	94
Liechtenstein	0.0	Q347	95
Lithuania	0.0	Q37	96
Luxembourg	0.0	Q32	97
Madagascar	0.0	Q1019	98
Malawi	5.1	Q1020	99
Malaysia	0.0	Q833	100
Maldives	0.0	Q826	101
Mali	2.0	Q912	102
Mauritania	1.6	Q1025	103
Mauritius	0.0	Q1027	104
Mexico	0.1	Q96	105
Micronesia, Fed. Sts.	0.0	Q702	106
Moldova	0.2	Q217	107
Mongolia	0.0	Q711	108
Montenegro	0.0	Q236	109
Morocco	0.1	Q1028	110
Mozambique	0.8	Q1029	111
Myanmar	0.4	Q836	112
Namibia	0.0	Q1030	113
Nepal	0.3	Q837	114
Netherlands	0.0	Q55	115
New Zealand	0.0	Q664	116
Nicaragua	1.1	Q811	117
Niger	5.8	Q1032	118
Nigeria	0.9	Q1033	119
North Macedonia	0.0	Q221	120
Norway	0.0	Q20	121
Oman	0.0	Q842	122
Pakistan	0.1	Q843	123
Panama	0.0	Q804	124
Papua New Guinea	0.0	Q691	125
Paraguay	1.2	Q733	126
Peru	0.0	Q419	127
Philippines	0.1	Q928	128
Poland	0.1	Q36	129
Portugal	0.0	Q45	130
Qatar	0.0	Q846	131
Romania	0.0	Q218	132
Russian Federation	0.0	Q159	133
Rwanda	3.6	Q1037	134
Samoa	0.0	Q683	135
Sao Tome and Principe	0.0	Q1039	136
Saudi Arabia	0.0	Q851	137
Senegal	0.0	Q1041	138
Serbia	0.1	Q403	139
Seychelles	0.0	Q1042	140
Sierra Leone	7.0	Q1044	141
Singapore	0.0	Q334	142
Slovak Republic	0.0	Q214	143
Slovenia	0.0	Q215	144
Solomon Islands	18.8	Q685	145
Somalia	8.3	Q1045	146
South Africa	0.1	Q258	147
Spain	0.0	Q29	148
Sri Lanka	0.0	Q854	149
St. Lucia	0.0	Q760	150
St. Vincent and the Grenadines	0.0	Q757	151
Sudan	0.9	Q1049	152
Suriname	0.0	Q730	153
Sweden	0.0	Q34	154
Switzerland	0.0	Q39	155
Tajikistan	0.9	Q863	156
Tanzania	0.0	Q924	157
Thailand	0.3	Q869	158
Timor-Leste	0.0	Q574	159
Togo	3.9	Q945	160
Tonga	0.0	Q678	161
Trinidad and Tobago	0.0	Q754	162
Tunisia	0.2	Q948	163
Turkey	0.0	Q43	164
Turks and Caicos Islands	0.0	Q18221	165
Uganda	8.9	Q1036	166
Ukraine	0.0	Q212	167
United Arab Emirates	0.0	Q878	168
United Kingdom	0.0	Q145	169
United States	0.0	Q30	170
Uruguay	1.2	Q77	171
Uzbekistan	0.0	Q265	172
Vanuatu	0.0	Q686	173
Vietnam	0.8	Q881	174
Zambia	1.0	Q953	175
Zimbabwe	0.0	Q954	176
