Country	1990	2016	ID	id_row
Afghanistan	12.0	11.0	Q889	0
Algeria	7.0	6.0	Q262	1
Angola	12.0	25.0	Q916	2
Argentina	44.0	43.0	Q414	3
Armenia	33.0	37.0	Q399	4
Australia	61.0	61.0	Q408	5
Austria	20.0	21.0	Q40	6
Azerbaijan	24.0	23.0	Q227	7
Bangladesh	8.0	14.0	Q902	8
Belarus	16.0	21.0	Q184	9
Belgium	26.0	27.0	Q31	10
Bolivia	32.0	41.0	Q750	11
Brazil	36.0	41.0	Q155	12
Bulgaria	14.0	18.0	Q219	13
Burkina Faso	6.0	12.0	Q965	14
Cambodia	7.0	12.0	Q424	15
Cameroon	15.0	27.0	Q1009	16
Canada	40.0	46.0	Q16	17
Chad	8.0	8.0	Q657	18
Chile	35.0	36.0	Q298	19
China	10.0	27.0	Q148	20
Hong Kong SAR, China	100.0	100.0	Q8646	21
Colombia	33.0	43.0	Q739	22
Congo, Dem. Rep.	17.0	24.0	Q974	23
Congo, Rep.	45.0	62.0	Q971	24
Costa Rica	24.0	27.0	Q800	25
Cote d'Ivoire	18.0	20.0	Q1008	26
Cuba	20.0	19.0	Q241	27
Czech Republic	12.0	12.0	Q213	28
Denmark	20.0	22.0	Q35	29
Dominican Republic	21.0	29.0	Q786	30
Ecuador	26.0	28.0	Q736	31
Egypt, Arab Rep.	23.0	26.0	Q79	32
El Salvador	18.0	17.0	Q792	33
Ethiopia	4.0	4.0	Q115	34
Finland	17.0	23.0	Q33	35
France	22.0	23.0	Q142	36
Georgia	25.0	29.0	Q230	37
Germany	9.0	10.0	Q183	38
Ghana	13.0	18.0	Q117	39
Greece	30.0	29.0	Q41	40
Guatemala	16.0	18.0	Q774	41
Guinea	14.0	15.0	Q1006	42
Haiti	16.0	23.0	Q790	43
Honduras	12.0	14.0	Q783	44
Hungary	19.0	18.0	Q28	45
India	11.0	15.0	Q668	46
Indonesia	12.0	13.0	Q252	47
Iran, Islamic Rep.	23.0	26.0	Q794	48
Iraq	30.0	25.0	Q796	49
Ireland	26.0	25.0	Q27	50
Israel	52.0	58.0	Q801	51
Italy	19.0	19.0	Q38	52
Japan	58.0	64.0	Q17	53
Jordan	24.0	20.0	Q810	54
Kazakhstan	8.0	15.0	Q232	55
Kenya	8.0	11.0	Q114	56
Korea, Dem. Peopleâ€™s Rep.	12.0	12.0	Q423	57
Korea, Rep.	52.0	50.0	Q884	58
Kuwait	66.0	68.0	Q817	59
Lebanon	46.0	34.0	Q822	60
Liberia	50.0	29.0	Q1014	61
Libya	19.0	18.0	Q1016	62
Madagascar	8.0	11.0	Q1019	63
Malawi	3.0	5.0	Q1020	64
Malaysia	12.0	23.0	Q833	65
Mali	9.0	13.0	Q912	66
Mauritania	21.0	27.0	Q1025	67
Mexico	38.0	41.0	Q96	68
Mongolia	26.0	46.0	Q711	69
Morocco	20.0	22.0	Q1028	70
Mozambique	8.0	9.0	Q1029	71
Myanmar	9.0	12.0	Q836	72
Nepal	2.0	5.0	Q837	73
Netherlands	13.0	12.0	Q55	74
New Zealand	26.0	32.0	Q664	75
Nicaragua	18.0	16.0	Q811	76
Niger	5.0	5.0	Q1032	77
Nigeria	13.0	16.0	Q1033	78
Norway	16.0	19.0	Q20	79
Oman	19.0	29.0	Q842	80
Pakistan	17.0	20.0	Q843	81
Panama	34.0	42.0	Q804	82
Paraguay	26.0	45.0	Q733	83
Peru	26.0	32.0	Q419	84
Philippines	14.0	14.0	Q928	85
Poland	4.0	5.0	Q36	86
Portugal	37.0	41.0	Q45	87
Puerto Rico	66.0	72.0	Q1183	88
Romania	9.0	9.0	Q218	89
Russian Federation	19.0	23.0	Q159	90
Rwanda	3.0	8.0	Q1037	91
Saudi Arabia	36.0	46.0	Q851	92
Senegal	18.0	19.0	Q1041	93
Serbia	15.0	19.0	Q403	94
Sierra Leone	12.0	15.0	Q1044	95
Singapore	99.0	100.0	Q334	96
Somalia	14.0	13.0	Q1045	97
South Africa	24.0	34.0	Q258	98
Spain	22.0	25.0	Q29	99
Sudan	12.0	13.0	Q1049	100
Sweden	12.0	15.0	Q34	101
Switzerland	15.0	16.0	Q39	102
Syrian Arab Republic	31.0	29.0	Q858	103
Tanzania	7.0	12.0	Q924	104
Thailand	11.0	19.0	Q869	105
Togo	16.0	22.0	Q945	106
Tunisia	18.0	20.0	Q948	107
Turkey	26.0	37.0	Q43	108
Uganda	4.0	7.0	Q1036	109
Ukraine	10.0	12.0	Q212	110
United Arab Emirates	56.0	55.0	Q878	111
United Kingdom	26.0	27.0	Q145	112
United States	42.0	46.0	Q30	113
Uruguay	50.0	50.0	Q77	114
Uzbekistan	10.0	8.0	Q265	115
Venezuela, RB	34.0	31.0	Q717	116
Vietnam	8.0	16.0	Q881	117
Yemen, Rep.	6.0	10.0	Q805	118
Zambia	9.0	14.0	Q953	119
Zimbabwe	10.0	11.0	Q954	120
