Country	Rents	ID	id_row
Rwanda	0.0	Q1037	144
Samoa	0.0	Q683	145
Sao Tome and Principe	0.0	Q1039	146
Saudi Arabia	0.5	Q851	147
Senegal	0.0	Q1041	148
Serbia	0.0	Q403	149
Seychelles	0.0	Q1042	150
Sierra Leone	0.0	Q1044	151
Singapore	0.0	Q334	152
Slovak Republic	0.0	Q214	153
Slovenia	0.0	Q215	154
Solomon Islands	0.0	Q685	155
Somalia	0.0	Q1045	156
South Africa	0.0	Q258	157
South Sudan	0.0	Q958	158
Spain	0.0	Q29	159
Sri Lanka	0.0	Q854	160
St. Kitts and Nevis	0.0	Q763	161
St. Lucia	0.0	Q760	162
St. Vincent and the Grenadines	0.0	Q757	163
Sudan	0.0	Q1049	164
Suriname	0.0	Q730	165
Sweden	0.0	Q34	166
Switzerland	0.0	Q39	167
Tajikistan	0.0	Q863	168
Tanzania	0.1	Q924	169
Thailand	0.6	Q869	170
Timor-Leste	19.1	Q574	171
Togo	0.0	Q945	172
Tonga	0.0	Q678	173
Trinidad and Tobago	3.0	Q754	174
Tunisia	0.2	Q948	175
Turkey	0.0	Q43	176
Turkmenistan	8.2	Q874	177
Uganda	0.0	Q1036	178
Ukraine	0.7	Q212	179
United Arab Emirates	0.5	Q878	180
United Kingdom	0.1	Q145	181
United States	0.0	Q30	182
Uruguay	0.0	Q77	183
Uzbekistan	3.2	Q265	184
Vanuatu	0.0	Q686	185
Venezuela, RB	0.3	Q717	186
Vietnam	0.4	Q881	187
Virgin Islands (U.S.)	0.0	Q11703	188
West Bank and Gaza	0.0	Q407199	189
Yemen, Rep.	0.0	Q805	190
Zambia	0.0	Q953	191
Zimbabwe	0.0	Q954	192
