Country	exports2010	exports2019	ID	id_row
Afghanistan	0.3	1.2	Q889	0
Albania	12.8	2.0	Q222	1
Algeria	0.3	0.2	Q262	2
Andorra	4.4	3.3	Q228	3
Angola	2.0	2.9	Q916	4
Antigua and Barbuda	1.8	0.0	Q781	5
Argentina	4.4	0.5	Q414	6
Armenia	52.5	40.1	Q399	7
Aruba	0.2	6.4	Q21203	8
Australia	33.9	28.3	Q408	9
Austria	3.9	3.0	Q40	10
Azerbaijan	0.1	1.0	Q227	11
Bahrain	18.1	22.8	Q398	12
Barbados	1.2	1.4	Q244	13
Belarus	0.7	1.1	Q184	14
Belgium	3.7	3.4	Q31	15
Belize	0.0	0.6	Q242	16
Benin	1.0	0.2	Q962	17
Bermuda	0.0	0.0	Q23635	18
Bolivia	33.3	36.3	Q750	19
Bosnia and Herzegovina	12.2	5.8	Q225	20
Botswana	14.5	0.8	Q963	21
Brazil	17.4	13.0	Q155	22
Brunei Darussalam	0.1	0.0	Q921	23
Bulgaria	16.9	14.1	Q219	24
Burkina Faso	1.6	17.0	Q965	25
Burundi	5.2	12.8	Q967	26
Cabo Verde	0.9	0.0	Q1011	27
Cambodia	0.1	0.3	Q424	28
Cameroon	3.0	4.5	Q1009	29
Canada	8.3	7.2	Q16	30
Central African Republic	58.7	3.8	Q929	31
Chile	64.6	52.6	Q298	32
China	1.4	1.2	Q148	33
Hong Kong SAR, China	9.5	1.1	Q8646	34
Macao SAR, China	0.0	18.8	Q14773	35
Colombia	1.6	1.2	Q739	36
Comoros	0.8	0.3	Q970	37
Congo, Rep.	0.0	1.6	Q971	38
Costa Rica	1.1	1.4	Q800	39
Cote d'Ivoire	0.3	1.5	Q1008	40
Croatia	4.5	3.9	Q224	41
Cyprus	13.7	4.6	Q229	42
Czech Republic	2.1	1.2	Q213	43
Denmark	1.6	1.5	Q35	44
Dominican Republic	3.7	1.9	Q786	45
Ecuador	0.6	1.3	Q736	46
Egypt, Arab Rep.	6.3	3.6	Q79	47
El Salvador	1.8	1.1	Q792	48
Estonia	3.1	1.9	Q191	49
Eswatini	0.4	0.2	Q1050	50
Ethiopia	2.0	0.9	Q115	51
Fiji	1.7	1.5	Q712	52
Finland	5.2	5.9	Q33	53
France	2.5	2.1	Q142	54
Gambia, The	9.9	0.6	Q1005	55
Georgia	20.8	32.8	Q230	56
Germany	3.0	2.5	Q183	57
Ghana	11.2	4.3	Q117	58
Greece	7.9	8.1	Q41	59
Greenland	0.8	0.1	Q223	60
Guatemala	6.5	0.8	Q774	61
Guyana	22.5	21.2	Q734	62
Honduras	6.4	2.6	Q783	63
Hungary	1.6	1.3	Q28	64
Iceland	42.0	35.1	Q189	65
India	7.0	3.4	Q668	66
Indonesia	9.9	6.7	Q252	67
Iran, Islamic Rep.	3.1	3.2	Q794	68
Ireland	0.8	0.5	Q27	69
Israel	1.5	1.1	Q801	70
Italy	2.2	2.1	Q38	71
Jamaica	12.0	6.9	Q766	72
Japan	2.7	2.4	Q17	73
Jordan	8.5	7.7	Q810	74
Kazakhstan	11.4	13.2	Q232	75
Kenya	2.0	6.0	Q114	76
Korea, Rep.	2.1	2.2	Q884	77
Kuwait	0.2	0.2	Q817	78
Kyrgyz Republic	4.2	24.3	Q813	79
Lao PDR	54.9	27.0	Q819	80
Latvia	3.7	1.7	Q211	81
Lebanon	10.7	11.6	Q822	82
Lesotho	0.4	0.4	Q1013	83
Lithuania	1.4	1.9	Q37	84
Luxembourg	5.6	4.5	Q32	85
Madagascar	9.5	24.3	Q1019	86
Malawi	11.1	0.2	Q1020	87
Malaysia	2.0	4.3	Q833	88
Maldives	3.8	1.4	Q826	89
Mali	0.7	1.0	Q912	90
Malta	0.5	0.2	Q233	91
Mauritania	40.8	48.7	Q1025	92
Mauritius	0.4	1.0	Q1027	93
Mexico	3.0	1.8	Q96	94
Moldova	4.1	1.4	Q217	95
Montenegro	50.0	31.2	Q236	96
Morocco	11.7	5.2	Q1028	97
Mozambique	54.4	31.8	Q1029	98
Myanmar	0.7	5.5	Q836	99
Namibia	27.8	30.4	Q1030	100
Nepal	4.0	1.7	Q837	101
Netherlands	2.4	2.5	Q55	102
New Zealand	4.2	2.7	Q664	103
Nicaragua	2.0	1.0	Q811	104
Nigeria	1.1	0.3	Q1033	105
North Macedonia	7.4	4.8	Q221	106
Norway	6.4	5.9	Q20	107
Oman	2.7	5.4	Q842	108
Pakistan	1.6	2.7	Q843	109
Palau	2.7	2.1	Q695	110
Paraguay	0.6	0.9	Q733	111
Peru	53.3	53.5	Q419	112
Philippines	3.9	5.0	Q928	113
Poland	4.7	3.2	Q36	114
Portugal	3.5	2.2	Q45	115
Qatar	0.3	0.1	Q846	116
Romania	4.2	2.2	Q218	117
Russian Federation	5.6	5.5	Q159	118
Samoa	0.3	1.3	Q683	119
Sao Tome and Principe	0.0	1.7	Q1039	120
Saudi Arabia	0.2	1.2	Q851	121
Senegal	3.9	7.9	Q1041	122
Seychelles	0.1	0.2	Q1042	123
