Country	imports2010	imports2019	ID	id_row
Afghanistan	0.3	0.2	Q889	0
Albania	3.6	0.4	Q222	1
Algeria	1.5	1.5	Q262	2
Andorra	0.6	0.4	Q228	3
Angola	0.7	0.6	Q916	4
Antigua and Barbuda	0.7	1.2	Q781	5
Argentina	2.9	2.5	Q414	6
Armenia	3.4	2.3	Q399	7
Aruba	0.8	0.9	Q21203	8
Australia	1.7	1.5	Q408	9
Austria	5.4	4.2	Q40	10
Azerbaijan	1.7	0.8	Q227	11
Bahrain	12.3	5.7	Q398	12
Barbados	1.2	0.9	Q244	13
Belarus	3.4	3.1	Q184	14
Belgium	4.3	3.9	Q31	15
Belize	0.4	0.6	Q242	16
Benin	0.5	0.5	Q962	17
Bermuda	0.3	0.3	Q23635	18
Bolivia	0.8	0.7	Q750	19
Bosnia and Herzegovina	2.4	3.7	Q225	20
Botswana	2.0	0.7	Q963	21
Brazil	3.5	3.5	Q155	22
Brunei Darussalam	1.7	1.1	Q921	23
Bulgaria	9.0	9.6	Q219	24
Burkina Faso	0.9	0.5	Q965	25
Burundi	0.7	0.9	Q967	26
Cabo Verde	1.1	0.6	Q1011	27
Cambodia	1.5	1.4	Q424	28
Cameroon	0.8	1.1	Q1009	29
Canada	2.8	2.5	Q16	30
Central African Republic	1.4	0.5	Q929	31
Chile	2.0	1.3	Q298	32
China	14.3	10.7	Q148	33
Hong Kong SAR, China	1.8	1.5	Q8646	34
Macao SAR, China	0.2	0.3	Q14773	35
Colombia	2.0	1.7	Q739	36
Comoros	0.5	0.3	Q970	37
Congo, Rep.	0.2	1.1	Q971	38
Costa Rica	1.9	1.9	Q800	39
Cote d'Ivoire	1.2	1.1	Q1008	40
Croatia	2.4	2.7	Q224	41
Cyprus	0.8	0.7	Q229	42
Czech Republic	3.6	2.8	Q213	43
Denmark	1.7	1.5	Q35	44
Dominican Republic	0.9	1.0	Q786	45
Ecuador	1.2	1.4	Q736	46
Egypt, Arab Rep.	4.1	5.0	Q79	47
El Salvador	1.3	0.9	Q792	48
