Country	Deaths
Afghanistan	50.59
Albania	36.43
Algeria	32.64
American Samoa	42.22
Andean Latin America	33.45
Andorra	30.92
Angola	40.52
Antigua and Barbuda	27.51
Argentina	32.17
Armenia	36.78
Australasia	32.34
Australia	32.32
Austria	31.73
Azerbaijan	49.84
Bahamas	32.52
Bahrain	32.05
Bangladesh	23.00
Barbados	33.52
Belarus	39.39
Belgium	33.53
Belize	30.54
Benin	44.06
Bermuda	29.26
Bhutan	30.66
Bolivia	43.27
Bosnia and Herzegovina	42.25
Botswana	39.60
Brazil	35.50
Brunei	29.1
Bulgaria	38.34
Burkina Faso	41.11
Burundi	39.42
Cambodia	42.01
Cameroon	46.89
Canada	29.29
Cape Verde	33.57
Caribbean	33.29
Central African Republic	38.61
Central Asia	39.85
Central Europe	36.68
Central Latin America	30.99
Central Sub-Saharan Africa	40.32
Chad	40.27
Chile	35.26
China	34.25
Colombia	26.49
Comoros	41.30
Congo	46.16
Costa Rica	28.37
Cote d'Ivoire	44.10
Croatia	36.77
Cuba	32.12
Cyprus	24.82
Czech Republic	34.90
Democratic Republic of Congo	39.71
Denmark	33.19
Djibouti	41.68
Dominica	31.59
Dominican Republic	34.12
East Asia	34.14
Eastern Europe	38.22
Eastern Sub-Saharan Africa	39.04
Ecuador	38.07
Egypt	41.53
El Salvador	40.01
England	38.52
Equatorial Guinea	42.65
Eritrea	53.09
Estonia	33.77
Ethiopia	36.49
Fiji	39.00
Finland	55.54
France	33.80
Gabon	42.65
Gambia	47.17
Georgia	38.63
Germany	32.98
Ghana	36.92
Greece	34.57
Greenland	43.57
Grenada	27.30
Guam	33.44
Guatemala	26.71
Guinea	46.08
Guinea-Bissau	49.24
Guyana	31.89
Haiti	38.76
High SDI	35.34
High-income	35.59
High-income Asia Pacific	35.12
High-middle SDI	36.56
Honduras	51.55
Hungary	32.62
Iceland	34.87
India	30.49
Indonesia	41.38
Iran	40.74
Iraq	25.3
Ireland	34.07
Israel	34.03
Italy	34.50
Jamaica	36.19
Japan	34.07
Jordan	43.67
Kazakhstan	40.81
Kenya	41.22
Kiribati	63.68
Kuwait	18.29
Kyrgyzstan	24.44
Laos	37.56
Latin America and Caribbean	33.27
Latvia	35.74
Lebanon	40.31
Lesotho	49.16
Liberia	40.68
Libya	50.62
Lithuania	27.97
Low SDI	32.64
Low-middle SDI	34.84
Luxembourg	38.06
Macedonia	27.83
Madagascar	32.89
Malawi	38.62
Malaysia	36.95
Maldives	29.90
Mali	41.45
Malta	34.76
Marshall Islands	58.58
Mauritania	44.49
Mauritius	35.58
Mexico	33.33
Micronesia (country)	55.73
Middle SDI	33.77
Moldova	23.59
Mongolia	30.17
Montenegro	40.10
Morocco	41.53
Mozambique	46.56
Myanmar	48.61
Namibia	39.67
Nepal	32.14
Netherlands	37.77
New Zealand	32.43
Nicaragua	26.97
Niger	39.10
Nigeria	40.98
North Africa and Middle East	35.48
North America	37.42
North Korea	32.38
Northern Ireland	38.64
Northern Mariana Islands	40.98
Norway	36.48
Oceania	41.11
Oman	46.19
Pakistan	41.33
Palestine	43.26
Panama	29.72
Papua New Guinea	37.54
Paraguay	33.53
Peru	30.11
Philippines	42.17
Poland	36.62
Portugal	33.94
Puerto Rico	32.78
Qatar	44.83
Romania	36.97
Russia	36.87
Rwanda	41.07
Saint Lucia	38.02
Saint Vincent and the Grenadines	24.76
Samoa	53.80
Sao Tome and Principe	37.20
Saudi Arabia	49.54
Scotland	42.02
Senegal	45.07
Serbia	47.26
Seychelles	39.06
Sierra Leone	40.87
Singapore	24.68
Slovakia	35.80
Slovenia	29.96
Solomon Islands	41.74
Somalia	46.80
South Africa	36.29
South Asia	30.62
South Korea	42.99
South Sudan	40.73
Southeast Asia	39.28
Southern Latin America	33.07
Southern Sub-Saharan Africa	37.23
Spain	36.23
Sri Lanka	34.54
Sub-Saharan Africa	40.22
Sudan	36.08
Suriname	36.08
Swaziland	46.06
Sweden	34.12
Switzerland	33.40
Syria	38.05
Taiwan	31.52
Tajikistan	38.25
Tanzania	38.76
Thailand	35.01
Timor	40.63
Togo	40.42
Tonga	48.71
Trinidad and Tobago	29.40
Tropical Latin America	35.46
Tunisia	40.61
Turkey	29.06
Turkmenistan	47.22
Uganda	35.80
Ukraine	44.52
United Arab Emirates	42.73
United Kingdom	38.75
United States	38.45
United States Virgin Islands	35.20
Uruguay	33.22
Uzbekistan	42.09
Vanuatu	57.13
Venezuela	29.26
Vietnam	38.37
Wales	37.41
Western Europe	35.07
Western Sub-Saharan Africa	41.72
World	35.39
Yemen	37.55
Zambia	43.47
Zimbabwe	42.31
