Country	Deaths
Afghanistan	597.03
Albania	304.20
Algeria	278.36
American Samoa	283.75
Andean Latin America	116.85
Andorra	109.13
Angola	276.04
Antigua and Barbuda	191.51
Argentina	191.03
Armenia	341.01
Australasia	111.06
Australia	107.79
Austria	145.18
Azerbaijan	559.81
Bahamas	235.95
Bahrain	151.69
Bangladesh	298.00
Barbados	170.05
Belarus	443.13
Belgium	114.90
Belize	176.96
Benin	235.85
Bermuda	139.55
Bhutan	217.07
Bolivia	204.30
Bosnia and Herzegovina	329.63
Botswana	237.37
Brazil	177.96
Brunei	201.28
Bulgaria	424.69
Burkina Faso	269.05
Burundi	293.07
Cambodia	270.89
Cameroon	244.66
Canada	105.60
Cape Verde	182.22
Caribbean	227.37
Central African Republic	435.73
Central Asia	535.40
Central Europe	292.69
Central Latin America	152.86
Central Sub-Saharan Africa	313.81
Chad	281.00
Chile	127.99
China	261.90
Colombia	124.24
Comoros	261.52
Congo	344.09
Costa Rica	137.97
Cote d'Ivoire	303.74
Croatia	253.78
Cuba	190.97
Cyprus	141.17
Czech Republic	227.48
Democratic Republic of Congo	318.95
Denmark	114.77
Djibouti	258.04
Dominica	227.38
Dominican Republic	266.65
East Asia	259.03
Eastern Europe	452.23
Eastern Sub-Saharan Africa	237.29
Ecuador	140.45
Egypt	525.43
El Salvador	167.29
England	118.94
Equatorial Guinea	202.81
Eritrea	311.11
Estonia	255.57
Ethiopia	182.63
Fiji	412.82
Finland	153.51
France	86.06
Gabon	259.97
Gambia	331.43
Georgia	496.22
Germany	156.14
Ghana	298.25
Greece	175.69
Greenland	199.94
Grenada	243.96
Guam	310.50
Guatemala	155.90
Guinea	336.72
Guinea-Bissau	382.47
Guyana	373.16
Haiti	430.55
High SDI	125.70
High-income	121.78
High-income Asia Pacific	79.62
High-middle SDI	292.19
Honduras	240.21
Hungary	278.30
Iceland	117.99
India	282.28
Indonesia	342.86
Iran	270.31
Iraq	218.61
Ireland	126.46
Israel	93.32
Italy	113.15
Jamaica	206.54
Japan	79.37
Jordan	208.26
Kazakhstan	466.79
Kenya	218.64
Kiribati	434.66
Kuwait	132.24
Kyrgyzstan	436.36
Laos	368.11
Latin America and Caribbean	166.56
Latvia	350.06
Lebanon	266.59
Lesotho	405.13
Liberia	272.51
Libya	341.86
Lithuania	342.99
Low SDI	270.56
Low-middle SDI	299.71
Luxembourg	128.28
Macedonia	322.69
Madagascar	405.99
Malawi	227.35
Malaysia	260.94
Maldives	164.91
Mali	268.02
Malta	168.71
Marshall Islands	557.79
Mauritania	232.35
Mauritius	224.64
Mexico	152.78
Micronesia (country)	454.34
Middle SDI	256.81
Moldova	408.50
Mongolia	460.04
Montenegro	387.30
Morocco	419.15
Mozambique	329.94
Myanmar	202.10
Namibia	243.81
Nepal	260.80
Netherlands	109.36
New Zealand	128.80
Nicaragua	137.02
Niger	238.34
Nigeria	181.01
North Africa and Middle East	308.37
North America	146.15
North Korea	321.68
Northern Ireland	125.86
Northern Mariana Islands	194.99
Norway	114.32
Oceania	516.82
Oman	266.34
Pakistan	423.03
Palestine	265.91
Panama	128.35
Papua New Guinea	561.49
Paraguay	199.13
Peru	85.75
Philippines	370.44
Poland	227.33
Portugal	127.84
Puerto Rico	108.09
Qatar	176.69
Romania	370.95
Russia	431.30
Rwanda	191.38
Saint Lucia	204.62
Saint Vincent and the Grenadines	252.68
Samoa	348.98
Sao Tome and Principe	270.11
Saudi Arabia	259.54
Scotland	146.97
Senegal	241.22
Serbia	439.42
Seychelles	242.65
Sierra Leone	325.72
Singapore	92.24
Slovakia	287.96
Slovenia	153.49
Solomon Islands	459.78
Somalia	365.77
South Africa	200.38
South Asia	294.56
South Korea	86.00
South Sudan	280.78
Southeast Asia	261.47
Southern Latin America	171.50
Southern Sub-Saharan Africa	220.15
Spain	99.40
Sri Lanka	197.09
Sub-Saharan Africa	240.85
Sudan	431.39
Suriname	258.31
Swaziland	333.44
Sweden	133.98
Switzerland	99.74
Syria	376.26
Taiwan	103.96
Tajikistan	427.70
Tanzania	217.29
Thailand	109.86
Timor	335.35
Togo	280.03
Tonga	227.49
Trinidad and Tobago	228.47
Tropical Latin America	178.39
Tunisia	318.99
Turkey	171.29
Turkmenistan	536.78
Uganda	213.33
Ukraine	539.85
United Arab Emirates	317.84
United Kingdom	122.14
United States	151.09
United States Virgin Islands	273.67
Uruguay	160.71
Uzbekistan	724.42
Vanuatu	546.30
Venezuela	204.85
Vietnam	245.46
Wales	130.86
Western Europe	120.99
Western Sub-Saharan Africa	230.50
World	233.07
Yemen	495.00
Zambia	234.50
Zimbabwe	307.85
