Country	deaths
Afghanistan	26,054
Albania	1,639
Algeria	13,222
American Samoa	22
Andean Latin America	17,686
Andorra	23
Angola	10,728
Antigua and Barbuda	31
Argentina	17,011
Armenia	2,63
Australasia	5,581
Australia	4,884
Austria	3,489
Azerbaijan	6,339
Bahamas	112
Bahrain	407
Bangladesh	122,734
Barbados	172
Belarus	8,265
Belgium	4,98
Belize	109
Benin	6,182
Bermuda	23
Bhutan	397
Bolivia	4,263
Bosnia and Herzegovina	3,372
Botswana	822
Brazil	66,245
Brunei	52
Bulgaria	7,684
Burkina Faso	15,212
Burundi	6,52
Cambodia	10,744
Cameroon	13,301
Canada	7,835
Cape Verde	230
Caribbean	23,095
Central African Republic	4,711
Central Asia	53,236
Central Europe	85,867
Central Latin America	85,395
Central Sub-Saharan Africa	72,405
Chad	14,329
Chile	5,666
China	1.24 million
Colombia	11,963
Comoros	392
Congo	2,44
Costa Rica	1,042
Cote d'Ivoire	13,404
Croatia	3,089
Cuba	6,236
Cyprus	499
Czech Republic	6,461
Democratic Republic of Congo	53,515
Denmark	2,366
Djibouti	404
Dominica	36
Dominican Republic	3,364
East Asia	1.32 million
Eastern Europe	164,539
Eastern Sub-Saharan Africa	186,765
Ecuador	3,851
Egypt	60,543
El Salvador	2,654
England	20,929
Equatorial Guinea	335
Eritrea	3,144
Estonia	452
Ethiopia	40,614
Fiji	669
Finland	1,127
France	18,992
Gabon	674
Gambia	1,281
Georgia	4,208
Germany	41,839
Ghana	15,08
Greece	6,944
Greenland	20
Grenada	81
Guam	76
Guatemala	7,185
Guinea	10,514
Guinea-Bissau	1,181
Guyana	361
Haiti	7,854
High SDI	440,567
High-income	385,735
High-income Asia Pacific	68,268
High-middle SDI	910,181
Honduras	2,921
Hungary	7,771
Iceland	59
India	1.24 million
Indonesia	123,753
Iran	29,098
Iraq	9,427
Ireland	1,111
Israel	2,597
Italy	29,368
Jamaica	1,232
Japan	49,554
Jordan	1,949
Kazakhstan	7,996
Kenya	18,891
Kiribati	102
Kuwait	832
Kyrgyzstan	2,813
Laos	5,01
Latin America and Caribbean	194,534
Latvia	1,458
Lebanon	2,762
Lesotho	1,722
Liberia	2,329
Libya	3,061
Lithuania	2,054
Low SDI	1.00 million
Low-middle SDI	1.18 million
Luxembourg	168
Macedonia	1,663
Madagascar	18,722
Malawi	8,772
Malaysia	11,352
Maldives	56
Mali	11,522
Malta	217
Marshall Islands	28
Mauritania	1,658
Mauritius	755
Mexico	48,071
Micronesia (country)	57
Middle SDI	1.34 million
Moldova	2,787
Mongolia	1,664
Montenegro	470
Morocco	19,696
Mozambique	14,473
Myanmar	45,383
Namibia	1,029
Nepal	25,689
Netherlands	6,714
New Zealand	697
Nicaragua	1,509
Niger	15,428
Nigeria	114,115
North Africa and Middle East	264,283
North America	115,364
North Korea	38,768
Northern Ireland	596
Northern Mariana Islands	17
Norway	1,153
Oceania	12,767
Oman	902
Pakistan	128,005
Palestine	1,124
Panama	853
Papua New Guinea	10,164
Paraguay	2,113
Peru	9,573
Philippines	64,386
Poland	24,629
Portugal	4,329
Puerto Rico	1,279
Qatar	345
Romania	15,126
Russia	99,392
Rwanda	5,524
Saint Lucia	80
Saint Vincent and the Grenadines	66
Samoa	95
Sao Tome and Principe	105
Saudi Arabia	8,732
Scotland	1,903
Senegal	7,875
Serbia	9,902
Seychelles	41
Sierra Leone	6,102
Singapore	1,318
Slovakia	3,145
Slovenia	915
Solomon Islands	557
Somalia	12,357
South Africa	23,547
South Asia	1.52 million
South Korea	17,343
South Sudan	9,074
Southeast Asia	351,958
Southern Latin America	23,873
Southern Sub-Saharan Africa	36,709
Spain	17,133
Sri Lanka	8,407
Sub-Saharan Africa	549,532
Sudan	18,079
Suriname	269
Swaziland	567
Sweden	2,257
Switzerland	2,313
Syria	7,611
Taiwan	12,722
Tajikistan	5,318
Tanzania	27,055
Thailand	30,625
Timor	751
Togo	3,801
Tonga	53
Trinidad and Tobago	906
Tropical Latin America	68,358
Tunisia	5,757
Turkey	39,985
Turkmenistan	2,413
Uganda	13,599
Ukraine	50,13
United Arab Emirates	2,072
United Kingdom	24,794
United States	107,507
United States Virgin Islands	54
Uruguay	1,194
Uzbekistan	19,856
Vanuatu	223
Venezuela	9,197
Vietnam	50,232
Wales	1,366
Western Europe	172,65
Western Sub-Saharan Africa	253,654
Yemen	12,379
Zambia	7,106
Zimbabwe	9,021
