Country	1990	2018
Afghanistan	7.5	4.5
Albania	3	1.6
Algeria	4.7	3
American Samoa	..	..
Andorra	..	..
Angola	7.3	5.5
Antigua and Barbuda	2.1	2
Argentina	3	2.3
Armenia	2.5	1.8
Aruba	2.2	1.9
Australia	1.9	1.7
Austria	1.5	1.5
Azerbaijan	2.7	1.7
Bahamas, The	2.6	1.8
Bahrain	3.7	2
Bangladesh	4.5	2
Barbados	1.7	1.6
Belarus	1.9	1.4
Belgium	1.6	1.6
Belize	4.5	2.3
Benin	6.7	4.8
Bermuda	..	1.6
Bhutan	5.5	2
Bolivia	4.9	2.7
Bosnia and Herzegovina	1.8	1.3
Botswana	4.5	2.9
Brazil	2.9	1.7
Brunei Darussalam	3.3	1.8
Bulgaria	1.8	1.6
Burkina Faso	7	5.2
Burundi	7.4	5.4
Cabo Verde	5.4	2.3
Cambodia	5.6	2.5
Cameroon	6.4	4.6
Canada	1.8	1.5
Cayman Islands	..	..
Central African Republic	5.8	4.7
Chad	7.3	5.7
Channel Islands	1.5	1.5
Chile	2.6	1.6
China	2.3	1.7
Hong Kong SAR, China	1.3	1.1
Macao SAR, China	1.7	1.2
Colombia	3.1	1.8
Comoros	6.4	4.2
Congo, Dem. Rep.	6.7	5.9
Congo, Rep.	5.1	4.4
Costa Rica	3.3	1.8
Cote d'Ivoire	6.6	4.6
Croatia	1.6	1.5
Cuba	1.7	1.6
Curacao	..	1.7
Cyprus	2.4	1.3
Czech Republic	1.9	1.7
Denmark	1.7	1.7
Djibouti	6.1	2.7
Dominica	2.5	..
Dominican Republic	3.4	2.3
Ecuador	3.7	2.4
Egypt, Arab Rep.	4.6	3.3
El Salvador	4	2
Equatorial Guinea	6	4.5
Eritrea	6.5	4.1
Estonia	2.1	1.7
Eswatini	5.1	3
Ethiopia	7.2	4.2
Faroe Islands	2.8	2.5
Fiji	3.4	2.8
Finland	1.8	1.4
France	1.8	1.9
French Polynesia	3.4	1.9
Gabon	5.4	4
Gambia, The	6.1	5.2
Georgia	2.2	2.1
Germany	1.5	1.6
Ghana	5.6	3.9
Greece	1.4	1.4
Greenland	2.4	2
Grenada	3.8	2.1
