Country	deaths
Afghanistan	6,872
Albania	920
Algeria	13,315
American Samoa	15
Andean Latin America	12,011
Andorra	24
Angola	3,724
Antigua and Barbuda	30
Argentina	15,931
Armenia	2,189
Australasia	5,57
Australia	4,881
Austria	3,507
Azerbaijan	4,76
Bahamas	105
Bahrain	410
Bangladesh	56,068
Barbados	171
Belarus	8,185
Belgium	5,059
Belize	80
Benin	1,307
Bermuda	21
Bhutan	280
Bolivia	2,745
Bosnia and Herzegovina	2,135
Botswana	415
Brazil	54,86
Brunei	52
Bulgaria	6,223
Burkina Faso	2,481
Burundi	1,11
Cambodia	2,389
Cameroon	6,69
Canada	7,937
Cape Verde	120
Caribbean	14,271
Central African Republic	1,106
Central Asia	39,028
Central Europe	70,689
Central Latin America	63,623
Central Sub-Saharan Africa	18,922
Chad	2,856
Chile	5,043
China	1.03 million
Colombia	9,712
Comoros	70
Congo	1,18
Costa Rica	874
Cote d'Ivoire	2,524
Croatia	2,712
Cuba	5,959
Cyprus	507
Czech Republic	6,342
Democratic Republic of Congo	12,165
Denmark	2,404
Djibouti	245
Dominica	29
Dominican Republic	2,358
East Asia	1.08 million
Eastern Europe	160,225
Eastern Sub-Saharan Africa	34,9
Ecuador	3,427
Egypt	60,855
El Salvador	1,744
England	21,008
Equatorial Guinea	171
Eritrea	928
Estonia	339
Ethiopia	8,076
Fiji	286
Finland	1,118
France	19,174
Gabon	577
Gambia	269
Georgia	2,357
Germany	42,061
Ghana	5,359
Greece	7,018
Greenland	20
Grenada	74
Guam	63
Guatemala	2,654
Guinea	1,34
Guinea-Bissau	182
Guyana	274
Haiti	1,128
High SDI	441,662
High-income	388,438
High-income Asia Pacific	69,47
High-middle SDI	832,368
Honduras	976
Hungary	6,311
Iceland	59
India	818,803
Indonesia	56,781
Iran	29,395
Iraq	9,452
Ireland	1,107
Israel	2,633
Italy	29,742
Jamaica	971
Japan	50,407
Jordan	1,971
Kazakhstan	6,09
Kenya	4,999
Kiribati	12
Kuwait	836
Kyrgyzstan	1,634
Laos	1,255
Latin America and Caribbean	145,565
Latvia	1,285
Lebanon	2,8
Lesotho	592
Liberia	215
Libya	3,097
Lithuania	2,004
Low SDI	451,56
Low-middle SDI	654,283
Luxembourg	170
Macedonia	1,269
Madagascar	2,096
Malawi	1,22
Malaysia	10,929
Maldives	41
Mali	1,658
Malta	218
Marshall Islands	12
Mauritania	706
Mauritius	704
Mexico	37,368
Micronesia (country)	21
Middle SDI	
Moldova	2,279
Mongolia	981
Montenegro	303
Morocco	19,175
Mozambique	1,728
Myanmar	19,001
Namibia	479
Nepal	15,895
Netherlands	6,825
New Zealand	689
Nicaragua	538
Niger	3,203
Nigeria	50,401
North Africa and Middle East	231,87
North America	117,589
North Korea	17,529
Northern Ireland	593
Northern Mariana Islands	12
Norway	1,152
Oceania	1,747
Oman	897
Pakistan	71,961
Palestine	1,123
Panama	616
Papua New Guinea	1,106
Paraguay	801
Peru	5,84
Philippines	22,639
Poland	22,52
Portugal	4,238
Puerto Rico	1,281
Qatar	348
Romania	11,662
Russia	99,613
Rwanda	1,338
Saint Lucia	70
Saint Vincent and the Grenadines	52
Samoa	20
Sao Tome and Principe	35
Saudi Arabia	8,8
Scotland	1,853
Senegal	1,854
Serbia	6,407
Seychelles	38
Sierra Leone	734
Singapore	1,326
Slovakia	3,028
Slovenia	858
Solomon Islands	55
Somalia	1,32
South Africa	19,451
South Asia	963,006
South Korea	17,685
South Sudan	1,479
Southeast Asia	171,234
Southern Latin America	22,108
Southern Sub-Saharan Africa	23,286
Spain	17,129
Sri Lanka	2,953
Sub-Saharan Africa	159,901
Sudan	8,2
Suriname	207
Swaziland	236
Sweden	2,242
Switzerland	2,327
Syria	7,683
Taiwan	12,445
Tajikistan	3,081
Tanzania	4,954
Thailand	24,579
Timor	150
Togo	858
Tonga	19
Trinidad and Tobago	893
Tropical Latin America	55,66
Tunisia	5,815
Turkey	40,721
Turkmenistan	2,407
Uganda	3,587
Ukraine	46,52
United Arab Emirates	2,111
United Kingdom	24,81
United States	109,63
United States Virgin Islands	52
Uruguay	1,133
Uzbekistan	15,528
Vanuatu	31
Venezuela	9,142
Vietnam	29,55
Wales	1,355
Western Europe	173,703
Western Sub-Saharan Africa	82,793
Yemen	7,777
Zambia	1,727
Zimbabwe	2,112
