Country	deaths
Afghanistan	5,257
Albania	4
Algeria	190
American Samoa	<1
Andean Latin America	1,258
Andorra	<1
Angola	14,657
Antigua and Barbuda	1
Argentina	267
Armenia	3
Australasia	38
Australia	27
Austria	2
Azerbaijan	89
Bahamas	3
Bahrain	5
Bangladesh	25,397
Barbados	3
Belarus	5
Belgium	21
Belize	10
Benin	5,267
Bermuda	<1
Bhutan	84
Bolivia	326
Bosnia and Herzegovina	3
Botswana	414
Brazil	2,958
Brunei	<1
Bulgaria	9
Burkina Faso	10,444
Burundi	4,585
Cambodia	1,242
Cameroon	10,47
Canada	48
Cape Verde	24
Caribbean	3,962
Central African Republic	5,129
Central Asia	1,525
Central Europe	285
Central Latin America	6,427
Central Sub-Saharan Africa	52,822
Chad	21,211
Chile	100
China	3,886
Colombia	520
Comoros	219
Congo	1,707
Costa Rica	37
Cote d'Ivoire	9,363
Croatia	9
Cuba	206
Cyprus	1
Czech Republic	53
Democratic Republic of Congo	30,915
Denmark	9
Djibouti	204
Dominica	1
Dominican Republic	332
East Asia	4,18
Eastern Europe	227
Eastern Sub-Saharan Africa	157,355
Ecuador	208
Egypt	3,142
El Salvador	205
England	32
Equatorial Guinea	160
Eritrea	3,084
Estonia	<1
Ethiopia	47,812
Fiji	55
Finland	1
France	59
Gabon	253
Gambia	504
Georgia	9
Germany	117
Ghana	6,144
Greece	<1
Greenland	<1
Grenada	1
Guam	<1
Guatemala	2,237
Guinea	4,465
Guinea-Bissau	1,128
Guyana	37
Haiti	3,099
High SDI	1,592
High-income	1,797
High-income Asia Pacific	603
High-middle SDI	8,641
Honduras	792
Hungary	58
Iceland	<1
India	569,679
Indonesia	49,461
Iran	443
Iraq	421
Ireland	1
Israel	10
Italy	37
Jamaica	24
Japan	471
Jordan	25
Kazakhstan	39
Kenya	17,003
Kiribati	26
Kuwait	3
Kyrgyzstan	76
Laos	1,255
Latin America and Caribbean	14,708
Latvia	2
Lebanon	53
Lesotho	1,024
Liberia	2,132
Libya	37
Lithuania	4
Low SDI	588,585
Low-middle SDI	500,008
Luxembourg	<1
Macedonia	2
Madagascar	19,564
Malawi	5,894
Malaysia	334
Maldives	3
Mali	12,923
Malta	<1
Marshall Islands	1
Mauritania	1,22
Mauritius	5
Mexico	1,741
Micronesia (country)	2
Middle SDI	132,952
Moldova	6
Mongolia	21
Montenegro	<1
Morocco	694
Mozambique	8,984
Myanmar	6,549
Namibia	625
Nepal	8,933
Netherlands	8
New Zealand	11
Nicaragua	127
Niger	18,586
Nigeria	116,192
North Africa and Middle East	23,986
North America	345
North Korea	191
Northern Ireland	1
Northern Mariana Islands	<1
Norway	7
Oceania	2,98
Oman	12
Pakistan	49,851
Palestine	26
Panama	99
Papua New Guinea	2,66
Paraguay	103
Peru	723
Philippines	5,507
Poland	74
Portugal	16
Puerto Rico	49
Qatar	2
Romania	44
Russia	156
Rwanda	3,163
Saint Lucia	3
Saint Vincent and the Grenadines	3
Samoa	3
Sao Tome and Principe	13
Saudi Arabia	94
Scotland	5
Senegal	5,665
Serbia	22
Seychelles	2
Sierra Leone	4,037
Singapore	2
Slovakia	5
Slovenia	1
Solomon Islands	37
Somalia	8,842
South Africa	9,674
South Asia	653,945
South Korea	130
South Sudan	9,584
Southeast Asia	70,093
Southern Latin America	417
Southern Sub-Saharan Africa	15,974
Spain	40
Sri Lanka	506
Sub-Saharan Africa	458,645
Sudan	6,668
Suriname	29
Swaziland	440
Sweden	17
Switzerland	5
Syria	28
Taiwan	35
Tajikistan	1,139
Tanzania	12,375
Thailand	3,424
Timor	135
Togo	2,702
Tonga	2
Trinidad and Tobago	18
Tropical Latin America	3,061
Tunisia	72
Turkey	329
Turkmenistan	44
Uganda	9,654
Ukraine	54
United Arab Emirates	28
United Kingdom	40
United States	297
United States Virgin Islands	<1
Uruguay	49
Uzbekistan	105
Vanuatu	28
Venezuela	668
Vietnam	1,577
Wales	3
Western Europe	394
Western Sub-Saharan Africa	232,494
Yemen	6,436
Zambia	6,289
Zimbabwe	3,796
