Country	deaths
Afghanistan	19,255
Albania	2,635
Algeria	29,339
American Samoa	77
Andean Latin America	29,754
Andorra	52
Angola	5,953
Antigua and Barbuda	82
Argentina	37,928
Armenia	3,78
Australasia	23,5
Australia	19,913
Austria	9,148
Azerbaijan	11,782
Bahamas	399
Bahrain	855
Bangladesh	38,771
Barbados	402
Belarus	19,713
Belgium	8,857
Belize	260
Benin	3,027
Bermuda	75
Bhutan	278
Bolivia	6,386
Bosnia and Herzegovina	5,023
Botswana	1,376
Brazil	165,954
Brunei	189
Bulgaria	18,478
Burkina Faso	4,697
Burundi	1,116
Cambodia	3,741
Cameroon	9,644
Canada	32,831
Cape Verde	214
Caribbean	42,575
Central African Republic	1,378
Central Asia	97,607
Central Europe	197,732
Central Latin America	191,133
Central Sub-Saharan Africa	27,049
Chad	2,03
Chile	13,848
China	823,869
Colombia	24,986
Comoros	227
Congo	2,377
Costa Rica	2,825
Cote d'Ivoire	7,189
Croatia	7,108
Cuba	11,029
Cyprus	832
Czech Republic	15,986
Democratic Republic of Congo	16,083
Denmark	4,128
Djibouti	370
Dominica	85
Dominican Republic	9,082
East Asia	861,954
Eastern Europe	431,605
Eastern Sub-Saharan Africa	66,921
Ecuador	11,277
Egypt	102,516
El Salvador	5,429
England	46,288
Equatorial Guinea	331
Eritrea	1,171
Estonia	2,716
Ethiopia	10,813
Fiji	2,135
Finland	6,022
France	45,054
Gabon	925
Gambia	749
Georgia	8,435
Germany	103,099
Ghana	12,387
Greece	12,381
Greenland	38
Grenada	139
Guam	265
Guatemala	7,356
Guinea	3,405
Guinea-Bissau	516
Guyana	828
Haiti	6,036
High SDI	1.07 million
High-income	995,756
High-income Asia Pacific	74,741
High-middle SDI	1.31 million
Honduras	4,497
Hungary	18,74
Iceland	228
India	532,151
Indonesia	139,963
Iran	53,086
Iraq	18,242
Ireland	2,808
Israel	4,581
Italy	63,365
Jamaica	3,061
Japan	57,113
Jordan	5,266
Kazakhstan	22,276
Kenya	10,046
Kiribati	187
Kuwait	1,659
Kyrgyzstan	3,963
Laos	2,894
Latin America and Caribbean	433,731
Latvia	4,486
Lebanon	6,6
Lesotho	1,785
Liberia	1,427
Libya	6,438
Lithuania	5,984
Low SDI	270,556
Low-middle SDI	803,001
Luxembourg	435
Macedonia	3,245
Madagascar	6,026
Malawi	3,612
Malaysia	18,261
Maldives	99
Mali	3,618
Malta	462
Marshall Islands	72
Mauritania	1,51
Mauritius	1,941
Mexico	115,426
Micronesia (country)	146
Middle SDI	1.26 million
Moldova	6,589
Mongolia	2,765
Montenegro	978
Morocco	38,977
Mozambique	6,459
Myanmar	20,041
Namibia	1,07
Nepal	9,14
Netherlands	11,861
New Zealand	3,587
Nicaragua	3,124
Niger	2,552
Nigeria	25,869
North Africa and Middle East	435,633
North America	441,708
North Korea	7,938
Northern Ireland	1,431
Northern Mariana Islands	52
Norway	3,344
Oceania	12,408
Oman	2,009
Pakistan	100,935
Palestine	2,222
Panama	2,104
Papua New Guinea	7,691
Paraguay	4,315
Peru	12,091
Philippines	68,559
Poland	55,277
Portugal	10,777
Puerto Rico	6,057
Qatar	751
Romania	40,891
Russia	286,42
Rwanda	1,954
Saint Lucia	181
Saint Vincent and the Grenadines	146
Samoa	195
Sao Tome and Principe	72
Saudi Arabia	17,399
Scotland	6,197
Senegal	4,448
Serbia	18,55
Seychelles	82
Sierra Leone	2,154
Singapore	1,558
Slovakia	8,38
Slovenia	2,441
Solomon Islands	506
Somalia	3,146
South Africa	44,74
South Asia	681,275
South Korea	15,881
South Sudan	1,521
Southeast Asia	339,524
Southern Latin America	55,353
Southern Sub-Saharan Africa	55,745
Spain	41,51
Sri Lanka	11,867
Sub-Saharan Africa	237,121
Sudan	22,214
Suriname	657
Swaziland	1,06
Sweden	8,663
Switzerland	5,696
Syria	13,744
Taiwan	16,261
Tajikistan	4,262
Tanzania	12,276
Thailand	42,83
Timor	216
Togo	1,896
Tonga	115
Trinidad and Tobago	2,279
Tropical Latin America	170,269
Tunisia	10,367
Turkey	65,436
Turkmenistan	6,002
Uganda	4,805
Ukraine	105,698
United Arab Emirates	5,057
United Kingdom	56,735
United States	408,831
United States Virgin Islands	247
Uruguay	3,574
Uzbekistan	34,342
Vanuatu	284
Venezuela	25,387
Vietnam	28,583
Wales	2,82
Western Europe	400,454
Western Sub-Saharan Africa	87,407
Yemen	13,796
Zambia	3,338
Zimbabwe	5,713
