Country	2000	2016
Afghanistan	104.5	98.7
Albania	89.3	113.1
Algeria	87.1	147.1
American Samoa	100.4	100.5
Andorra	..	..
Angola	99.3	139.1
Antigua and Barbuda	89.8	32.6
Argentina	94	107
Armenia	73.9	143.9
Aruba	..	..
Australia	104.2	102
Austria	101.3	108.3
Azerbaijan	80.6	182.4
Bahamas, The	81.1	110.9
Bahrain	142.7	359.7
Bangladesh	84.3	135.9
Barbados	85.4	110.8
Belarus	82.3	147.9
Belgium	108.1	81.3
Belize	64.5	118.1
Benin	81.5	136.3
Bermuda	102.7	111.1
Bhutan	99.6	92.8
Bolivia	80.1	135.4
Bosnia and Herzegovina	76.7	119.7
Botswana	97.3	119
Brazil	77.6	127
Brunei Darussalam	82.1	187
Bulgaria	153.8	84.4
Burkina Faso	75.6	84.2
Burundi	89.4	140.6
Cabo Verde	84.7	81.6
Cambodia	91.4	89.2
Cameroon	87	125.4
Canada	89	83.3
Cayman Islands	99.3	98.7
Central African Republic	91.4	128.3
Chad	89.7	117.1
Channel Islands	..	..
Chile	82.8	110.6
China	84	130.4
Hong Kong SAR, China	108.5	51.2
Macao SAR, China	107	85.3
Colombia	86.1	115.6
Comoros	99.4	109.4
Congo, Dem. Rep.	101.8	106.4
Congo, Rep.	69.5	177.1
Costa Rica	91.4	127.2
Cote d'Ivoire	87.8	133.2
Croatia	77.2	94
Cuba	124.7	144.9
Curacao	..	..
Cyprus	104	88.9
Czech Republic	104	87.6
Denmark	95.3	100.3
Djibouti	82.4	133.8
Dominica	101.9	104
Dominican Republic	80.6	110.3
Ecuador	85.8	124.2
Egypt, Arab Rep.	80.7	123.4
El Salvador	90.4	111.6
Equatorial Guinea	93.1	105
Eritrea	87.6	123
Estonia	83.4	125.7
Eswatini	88.4	114.7
Ethiopia	65.4	120.1
Faroe Islands	100	100.2
Fiji	92.6	109.7
Finland	95.3	99.9
France	102.8	103.1
French Polynesia	97.2	120.2
Gabon	95.5	114.3
Gambia, The	84.6	106.7
Georgia	97	69.2
Germany	98.3	112.5
Ghana	89.9	134.7
Greece	93.4	91.9
Greenland	87.8	97.8
Grenada	82.9	107.7
Guam	95.6	112.2
Guatemala	72.9	126.2
Guinea	77.5	136
Guinea-Bissau	92.4	129.9
Guyana	69.5	144.4
Haiti	92.9	104.3
Honduras	78	109.5
Hungary	121.3	81.9
Iceland	95.3	124
India	84.6	152.7
Indonesia	74.9	145
Iran, Islamic Rep.	81.4	108.9
Iraq	113.7	124.9
Ireland	107	111.2
Isle of Man	..	..
Israel	87.5	116.6
Italy	99.4	93.3
Jamaica	91.2	102.8
Japan	100.7	101.4
Jordan	83.8	152.4
Kazakhstan	80.8	119
Kenya	69.6	122.1
Kiribati	77.8	118.9
Korea, Dem. Peopleâ€™s Rep.	78.4	103.7
Korea, Rep.	101.5	117.8
Kosovo	..	..
Kuwait	86	196.9
Kyrgyz Republic	98.1	111.2
Lao PDR	83.7	125.6
Latvia	89.6	109.1
Lebanon	86.6	74.9
Lesotho	100.1	99.5
Liberia	91.8	141.4
Libya	91.1	119
Liechtenstein	92.2	96.7
Lithuania	83.8	88.9
Luxembourg	113.3	111.9
North Macedonia	94.3	113
Madagascar	102.4	124.1
Malawi	92.5	243.7
Malaysia	78	144.7
Maldives	121	114
Mali	75.5	134.9
Malta	110.4	87.5
Marshall Islands	..	..
Mauritania	88.3	112.7
Mauritius	72.7	129.2
Mexico	86.8	115.6
Micronesia, Fed. Sts.	99.5	102.1
Moldova	96.2	100.7
Monaco	..	..
Mongolia	148.7	149.6
Montenegro	..	71.4
Morocco	87.6	148.2
Mozambique	101.6	134.4
Myanmar	51.9	208.1
Namibia	87.4	83.5
Nepal	89.3	142.3
Netherlands	106.5	123.4
New Caledonia	101.5	109.1
New Zealand	86.5	116.9
Nicaragua	78.6	126.3
Niger	79.6	103.9
Nigeria	86.3	118.9
Northern Mariana Islands	..	..
Norway	97.7	109
Oman	62.7	137.5
Pakistan	85.6	137.3
Palau	..	..
Panama	95.1	136.8
Papua New Guinea	84	119.4
Paraguay	91.2	129.5
Peru	82.8	159
Philippines	84.2	126.9
Poland	93.4	109.9
Portugal	101.5	104.3
Puerto Rico	113.4	104.7
Qatar	110	198.8
Romania	91.8	84.7
Russian Federation	96.7	123.5
Rwanda	72	137.1
Samoa	96.6	111.6
San Marino	..	..
Sao Tome and Principe	88.9	116.5
Saudi Arabia	88.5	140.3
Senegal	91.5	125.2
Serbia	..	100.9
Seychelles	175.2	103.4
Sierra Leone	75.3	214.5
Singapore	71.8	111.9
Sint Maarten (Dutch part)	..	..
Slovak Republic	103.2	76.9
Slovenia	92.2	89.6
Solomon Islands	90.4	106.3
Somalia	91.4	110.2
South Africa	87.9	131.1
South Sudan	..	..
Spain	95.4	95.4
Sri Lanka	88.5	112.8
St. Kitts and Nevis	128.7	84.5
St. Lucia	77.2	127.1
St. Martin (French part)	..	..
St. Vincent and the Grenadines	103.2	99
Sudan	82.9	..
Suriname	89.6	125.1
Sweden	103	92.6
Switzerland	97.4	106
Syrian Arab Republic	74.9	82.4
Tajikistan	64.1	128
Tanzania	89.1	132.8
Thailand	94.8	131.3
Timor-Leste	87.4	113.8
Togo	81.6	143.1
Tonga	100.6	106.7
Trinidad and Tobago	75.1	120.6
Tunisia	100.3	131.2
Turkey	92	163.7
Turkmenistan	77	117.6
Turks and Caicos Islands	..	..
Tuvalu	95.7	105.7
Uganda	67	131.6
Ukraine	93.5	97.5
United Arab Emirates	79.7	149.9
United Kingdom	102.1	106.6
United States	97.5	109.7
Uruguay	89	100.8
Uzbekistan	82.9	134
Vanuatu	109.8	111.3
Venezuela, RB	97	129.8
Vietnam	68	151.4
Virgin Islands (U.S.)	91.9	107.2
West Bank and Gaza	90.7	88.8
Yemen, Rep.	81.3	157.9
Zambia	91.7	200.6
Zimbabwe	96.9	106.3
World	90	118.9
East Asia & Pacific	86.2	125.3
Europe & Central Asia	97.6	109.3
Latin America & Caribbean	83.6	122.5
Middle East & North Africa	85	124.7
North America	96.5	106.1
South Asia	85.2	140.2
Sub-Saharan Africa	85.9	112.7
Low income	83.9	99.7
Lower middle income	84.8	137
Upper middle income	85.1	126.4
High income	97.8	105.1
