Country	deaths
Afghanistan	9,074
Albania	1,131
Algeria	11,483
American Samoa	18
Andean Latin America	8,049
Andorra	13
Angola	2,618
Antigua and Barbuda	21
Argentina	13,12
Armenia	2,16
Australasia	5,721
Australia	4,546
Austria	3,014
Azerbaijan	5,461
Bahamas	84
Bahrain	139
Bangladesh	35,582
Barbados	91
Belarus	10,748
Belgium	2,756
Belize	59
Benin	859
Bermuda	21
Bhutan	159
Bolivia	1,488
Bosnia and Herzegovina	2,038
Botswana	320
Brazil	47,677
Brunei	76
Bulgaria	6,774
Burkina Faso	2,424
Burundi	1,102
Cambodia	1,905
Cameroon	2,276
Canada	9,711
Cape Verde	97
Caribbean	15,507
Central African Republic	831
Central Asia	47,18
Central Europe	73,724
Central Latin America	56,363
Central Sub-Saharan Africa	15,119
Chad	1,279
Chile	3,074
China	394,876
Colombia	9,683
Comoros	132
Congo	875
Costa Rica	926
Cote d'Ivoire	2,53
Croatia	2,537
Cuba	4,962
Cyprus	310
Czech Republic	6,621
Democratic Republic of Congo	10,486
Denmark	1,346
Djibouti	157
Dominica	22
Dominican Republic	3,615
East Asia	412,372
Eastern Europe	214,727
Eastern Sub-Saharan Africa	33,737
Ecuador	2,657
Egypt	40,722
El Salvador	1,686
England	13,666
Equatorial Guinea	57
Eritrea	618
Estonia	847
Ethiopia	7,053
Fiji	591
Finland	2,577
France	13,358
Gabon	254
Gambia	347
Georgia	3,002
Germany	34,237
Ghana	4,199
Greece	4,008
Greenland	10
Grenada	48
Guam	93
Guatemala	2,303
Guinea	1,968
Guinea-Bissau	264
Guyana	267
Haiti	2,882
High SDI	320,033
High-income	288,779
High-income Asia Pacific	37,22
High-middle SDI	541,586
Honduras	2,144
Hungary	7,658
Iceland	92
India	385,013
Indonesia	67,921
Iran	14,973
Iraq	6,5
Ireland	1,133
Israel	945
Italy	17,271
Jamaica	736
Japan	30,752
Jordan	1,197
Kazakhstan	8,466
Kenya	4,08
Kiribati	48
Kuwait	475
Kyrgyzstan	2,417
Laos	1,509
Latin America and Caribbean	128,845
Latvia	1,813
Lebanon	1,164
Lesotho	467
Liberia	584
Libya	2,33
Lithuania	3,187
Low SDI	209,871
Low-middle SDI	407,306
Luxembourg	89
Macedonia	869
Madagascar	3,131
Malawi	1,929
Malaysia	8
Maldives	29
Mali	1,862
Malta	180
Marshall Islands	25
Mauritania	472
Mauritius	592
Mexico	29,313
Micronesia (country)	45
Middle SDI	575,742
Moldova	3,322
Mongolia	931
Montenegro	303
Morocco	16,913
Mozambique	2,62
Myanmar	7,624
Namibia	341
Nepal	7,409
Netherlands	3,094
New Zealand	1,175
Nicaragua	983
Niger	1,299
Nigeria	9,565
North Africa and Middle East	158,234
North America	108,597
North Korea	7,695
Northern Ireland	467
Northern Mariana Islands	13
Norway	1,252
Oceania	5,279
Oman	775
Pakistan	59,704
Palestine	846
Panama	669
Papua New Guinea	3,724
Paraguay	1,248
Peru	3,905
Philippines	28,519
Poland	21,166
Portugal	2,819
Puerto Rico	1,198
Qatar	39
Romania	14,161
Russia	126,752
Rwanda	725
Saint Lucia	43
Saint Vincent and the Grenadines	45
Samoa	60
Sao Tome and Principe	24
Saudi Arabia	5,579
Scotland	1,691
Senegal	1,844
Serbia	6,391
Seychelles	19
Sierra Leone	1,169
Singapore	634
Slovakia	3,431
Slovenia	648
Solomon Islands	218
Somalia	2,31
South Africa	10,016
South Asia	487,868
South Korea	5,758
South Sudan	999
Southeast Asia	148,825
Southern Latin America	17,193
Southern Sub-Saharan Africa	13,785
Spain	9,404
Sri Lanka	6,218
Sub-Saharan Africa	96,689
Sudan	10,821
Suriname	166
Swaziland	192
Sweden	3,435
Switzerland	1,77
Syria	7,696
Taiwan	3,158
Tajikistan	2,895
Tanzania	5,295
Thailand	11,814
Timor	242
Togo	983
Tonga	33
Trinidad and Tobago	626
Tropical Latin America	48,925
Tunisia	3,967
Turkey	13,767
Turkmenistan	2,677
Uganda	1,985
Ukraine	68,057
United Arab Emirates	946
United Kingdom	16,819
United States	98,874
United States Virgin Islands	65
Uruguay	998
Uzbekistan	19,17
Vanuatu	121
Venezuela	8,657
Vietnam	14,237
Wales	994
Western Europe	120,048
Western Sub-Saharan Africa	34,047
Yemen	8,678
Zambia	1,58
Zimbabwe	2,45
