Country	imports (2010)	imports (2019)	ID
Afghanistan	0	1.9	Q889
Albania	1	0.7	Q222
Algeria	1.6	1	Q262
Andorra	0.4	0.4	Q228
Angola	0.6	1	Q916
Antigua and Barbuda	1.2	2	Q781
Argentina	1.1	1	Q414
Armenia	0.9	1.3	Q399
Aruba	0.8	0.3	Q21203
Australia	0.7	0.6	Q408
Austria	2.3	1.9	Q40
Azerbaijan	1.7	1.6	Q227
Bahrain	0.5	0.7	Q398
Barbados	1.8	1	Q244
Belarus	1.5	2	Q184
Belgium	1.3	1.2	Q31
Belize	0.9	1.8	Q242
Benin	2.6	1	Q962
Bermuda	0.6	0.5	Q23635
Bolivia	0.7	0.6	Q750
Bosnia and Herzegovina	1.6	1.3	Q225
Botswana	0.8	0.7	Q963
Brazil	1.3	1.1	Q155
Brunei Darussalam	0.2	0.1	Q921
Bulgaria	1.1	1.3	Q219
Burkina Faso	0.7	0.4	Q965
Burundi	1.5	1.7	Q967
Cabo Verde	1.3	1.8	Q1011
Cambodia	1.6	2.7	Q424
Cameroon	1.6	1.7	Q1009
Canada	1	0.8	Q16
Central African Republic	2.1	1.1	Q929
Chile	0.7	0.7	Q298
China	3.7	3.3	Q148
Hong Kong SAR, China	0.6	0.1	Q8646
Macao SAR, China	0.3	0.1	Q14773
Colombia	1.4	1	Q739
Comoros	0.7	0.7	Q970
Congo, Rep.	0.4	1.1	Q971
Costa Rica	1.1	1.1	Q800
Cote d'Ivoire	0.9	0.7	Q1008
Croatia	1.1	1.2	Q224
Cyprus	0.8	0.6	Q229
Czech Republic	1.4	1.1	Q213
Denmark	2.3	2.3	Q35
Dominican Republic	1.1	1.5	Q786
Ecuador	1	0.9	Q736
Egypt, Arab Rep.	3.2	2.6	Q79
El Salvador	2	2.1	Q792
Estonia	2.2	2.8	Q191
Eswatini	0.7	1.3	Q1050
Ethiopia	0.5	0.5	Q115
Fiji	0.3	0.4	Q712
Finland	2.2	2	Q33
France	1.4	1.1	Q142
Gambia, The	1.4	0.4	Q1005
Georgia	0.7	0.8	Q230
Germany	1.6	1.2	Q183
Ghana	1.1	1.2	Q117
Greece	1	0.9	Q41
Greenland	0.7	0.4	Q223
Guatemala	1.3	1.7	Q774
Guyana	0.5	0.2	Q734
Honduras	1.1	1.4	Q783
Hungary	1	1.1	Q28
Iceland	1.2	0.8	Q189
India	1.8	2	Q668
Indonesia	3.1	2.9	Q252
Iran, Islamic Rep.	2.4	2.7	Q794
Ireland	0.7	0.5	Q27
Israel	1.2	0.9	Q801
Italy	2.2	1.9	Q38
Jamaica	1	0.9	Q766
Japan	1.6	1.3	Q17
Jordan	1.3	1.1	Q810
Kazakhstan	0.6	0.5	Q232
Kenya	1.5	1.7	Q114
Korea, Rep.	1.7	1.2	Q884
Kuwait	0.5	0.5	Q817
Kyrgyz Republic	1.2	0.4	Q813
Lao PDR	0.2	0.5	Q819
Latvia	1.5	2.9	Q211
Lebanon	1.1	1.2	Q822
Lesotho	2.2	2.3	Q1013
Lithuania	1.7	2.5	Q37
Luxembourg	1.1	2.1	Q32
Madagascar	1	3.1	Q1019
Malawi	1.1	2.3	Q1020
Malaysia	2	1.8	Q833
Maldives	2.2	2	Q826
Mali	0.5	0.5	Q912
Malta	0.5	0.2	Q233
Mauritania	0.5	0.2	Q1025
Mauritius	2.2	2.2	Q1027
Mexico	1.3	0.8	Q96
Moldova	1.3	1.4	Q217
Montenegro	0.8	0.4	Q236
Morocco	2.2	1.6	Q1028
Mozambique	1	1.5	Q1029
Myanmar	0.4	0.6	Q836
Namibia	0.6	0.5	Q1030
Nepal	1.9	1.4	Q837
Netherlands	1.5	1.7	Q55
New Zealand	0.6	0.7	Q664
Nicaragua	0.7	1.1	Q811
Nigeria	0.8	0.8	Q1033
North Macedonia	1	0.8	Q221
Norway	1.3	1.1	Q20
Oman	0.6	0.4	Q842
Pakistan	4.9	4.2	Q843
Palau	0.8	1.8	Q695
Paraguay	0.6	0.7	Q733
Peru	1.7	1.4	Q419
Philippines	0.6	0.6	Q928
Poland	1.7	1.5	Q36
Portugal	1.6	1.6	Q45
Qatar	0.5	0.5	Q846
Romania	1.4	1.6	Q218
Russian Federation	1	1	Q159
Samoa	2.3	2.7	Q683
Sao Tome and Principe	0.8	1.1	Q1039
Saudi Arabia	0.9	0.7	Q851
Senegal	1.5	1.6	Q1041
Seychelles	1.1	0.9	Q1042
Singapore	0.3	0.3	Q334
Slovak Republic	1.4	1.1	Q214
Slovenia	3.1	2.5	Q215
Solomon Islands	0.8	0.7	Q685
South Africa	1	1	Q258
Spain	1.3	1.1	Q29
Sri Lanka	1.5	2	Q854
St. Kitts and Nevis	1.9	1.9	Q763
St. Lucia	1.3	1.2	Q760
St. Vincent and the Grenadines	1.9	1.7	Q757
Suriname	0.1	0.1	Q730
Sweden	1.4	1.2	Q34
Switzerland	1	0.6	Q39
Tanzania	0.9	1.4	Q924
Thailand	1.9	1.6	Q869
Togo	1.4	1.5	Q945
Tunisia	2.1	1.8	Q948
Turkey	2.9	2.7	Q43
Uganda	1.1	2	Q1036
Ukraine	1.1	1	Q212
United Arab Emirates	0.5	0.6	Q878
United Kingdom	1.1	1.3	Q145
United States	1	0.8	Q30
Uruguay	2.5	1.7	Q77
Vietnam	3.5	3.1	Q881
Zambia	0.6	0.7	Q953
Zimbabwe	0.3	0.4	Q954
