Country	Total	ID
Afghanistan	47.2	Q889
Albania	26.9	Q222
Algeria	11.3	Q262
Andorra	0.3	Q228
Angola	148	Q916
Antigua and Barbuda	0.1	Q781
Argentina	292	Q414
Armenia	6.9	Q399
Australia	492	Q408
Austria	55	Q40
Azerbaijan	8.1	Q227
Bahamas, The	0.7	Q778
Bahrain	0	Q398
Bangladesh	105	Q902
Barbados	0.1	Q244
Belarus	34	Q184
Belgium	12	Q31
Belize	15.3	Q242
Benin	10.3	Q962
Bhutan	78	Q917
Bolivia	303.5	Q750
Bosnia and Herzegovina	35.5	Q225
Botswana	2.4	Q963
Brazil	5661	Q155
Brunei Darussalam	8.5	Q921
Bulgaria	21	Q219
Burkina Faso	12.5	Q965
Burundi	10.1	Q967
Cabo Verde	0.3	Q1011
Cambodia	120.6	Q424
Cameroon	273	Q1009
Canada	2850	Q16
Central African Republic	141	Q929
Chad	15	Q657
Chile	885	Q298
China	2813	Q148
Colombia	2145	Q739
Comoros	1.2	Q970
Congo, Dem. Rep.	900	Q974
Congo, Rep.	222	Q971
Costa Rica	113	Q800
Cote d'Ivoire	76.8	Q1008
Croatia	37.7	Q224
Cuba	38.1	Q241
Cyprus	0.8	Q229
Czech Republic	13.2	Q213
Denmark	6	Q35
Djibouti	0.3	Q977
Dominica	0.2	Q784
Dominican Republic	23.5	Q786
Ecuador	442.4	Q736
Egypt, Arab Rep.	1.8	Q79
El Salvador	15.6	Q792
Equatorial Guinea	26	Q983
Eritrea	2.8	Q986
Estonia	12.7	Q191
Eswatini	2.6	Q1050
Ethiopia	122	Q115
Fiji	28.6	Q712
Finland	107	Q33
France	200	Q142
French Polynesia	10	Q30971
Gabon	164	Q1000
Gambia, The	3	Q1005
Georgia	58.1	Q230
Germany	107	Q183
Ghana	30.3	Q117
Greece	58	Q41
Greenland	603	Q223
Grenada	0.2	Q769
Guatemala	109.2	Q774
Guinea	226	Q1006
Guinea-Bissau	16	Q1007
Guyana	241	Q734
Haiti	13	Q790
Honduras	90.7	Q783
Hungary	6	Q28
Iceland	170	Q189
India	1446	Q668
Indonesia	2019	Q252
Iran, Islamic Rep.	128.5	Q794
Iraq	35.2	Q796
Ireland	49	Q27
Israel	0.8	Q801
Italy	182.5	Q38
Jamaica	10.8	Q766
Japan	430	Q17
Jordan	0.7	Q810
Kazakhstan	64.4	Q232
Kenya	20.7	Q114
Korea, Dem. Peopleâ€™s Rep.	67	Q423
Korea, Rep.	64.9	Q884
Kuwait	0	Q817
Kyrgyz Republic	48.9	Q813
Lao PDR	190.4	Q819
Latvia	16.9	Q211
Lebanon	4.8	Q822
Lesotho	5.2	Q1013
Liberia	200	Q1014
Libya	0.7	Q1016
Lithuania	15.5	Q37
Luxembourg	1	Q32
North Macedonia	5.4	Q221
Madagascar	337	Q1019
Malawi	16.1	Q1020
Malaysia	580	Q833
Maldives	0	Q826
Mali	60	Q912
Malta	0.1	Q233
Mauritania	0.4	Q1025
Mauritius	2.8	Q1027
Mexico	409	Q96
Moldova	1.6	Q217
Mongolia	34.8	Q711
Morocco	29	Q1028
Mozambique	100.3	Q1029
Myanmar	1003	Q836
Namibia	6.2	Q1030
Nepal	198.2	Q837
Netherlands	11	Q55
New Zealand	327	Q664
Nicaragua	156.2	Q811
Niger	3.5	Q1032
Nigeria	221	Q1033
Norway	382	Q20
Oman	1.4	Q842
Pakistan	55	Q843
Panama	136.6	Q804
Papua New Guinea	801	Q691
Paraguay	117	Q733
Peru	1641	Q419
Philippines	479	Q928
Poland	53.6	Q36
Portugal	38	Q45
Puerto Rico	7.1	Q1183
Qatar	0.1	Q846
Romania	42.4	Q218
Russian Federation	4312	Q159
Rwanda	9.5	Q1037
Sao Tome and Principe	2.2	Q1039
Saudi Arabia	2.4	Q851
Senegal	25.8	Q1041
Serbia	8.4	Q403
Sierra Leone	160	Q1044
Singapore	0.6	Q334
Slovak Republic	12.6	Q214
Slovenia	18.7	Q215
Solomon Islands	44.7	Q685
Somalia	6	Q1045
South Africa	44.8	Q258
South Sudan	26	Q958
Spain	111.2	Q29
Sri Lanka	52.8	Q854
St. Kitts and Nevis	0	Q763
St. Lucia	0.3	Q760
St. Vincent and the Grenadines	0.1	Q757
Sudan	4	Q1049
Suriname	99	Q730
Sweden	171	Q34
Switzerland	40.4	Q39
Syrian Arab Republic	7.1	Q858
Tajikistan	63.5	Q863
Tanzania	84	Q924
Thailand	224.5	Q869
Timor-Leste	8.2	Q574
Togo	11.5	Q945
Trinidad and Tobago	3.8	Q754
Tunisia	4.2	Q948
Turkey	227	Q43
Turkmenistan	1.4	Q874
Uganda	39	Q1036
Ukraine	55.1	Q212
United Arab Emirates	0.2	Q878
United Kingdom	145	Q145
United States	2818	Q30
Uruguay	92.2	Q77
Uzbekistan	16.3	Q265
Vanuatu	10	Q686
Venezuela, RB	805	Q717
Vietnam	359.4	Q881
West Bank and Gaza	0.8	Q407199
Yemen, Rep.	2.1	Q805
Zambia	80.2	Q953
Zimbabwe	12.3	Q954
