Country	2000	2017	ID
Afghanistan	46.1	29.8	Q889
Albania	7.2	6.2	Q222
Algeria	10.7	3.9	Q262
Angola	71.5	25	Q916
Argentina	3.5	4.6	Q414
Armenia	23.8	4.3	Q399
Australia	2.5	2.5	Q408
Austria	2.5	2.5	Q40
Azerbaijan	23	2.5	Q227
Bangladesh	20.8	14.7	Q902
Barbados	5.4	3.9	Q244
Belarus	2.5	2.5	Q184
Belgium	2.5	2.5	Q31
Belize	5.8	7.5	Q242
Benin	22.7	10.1	Q962
Bolivia	33.4	17.1	Q750
Bosnia and Herzegovina	4.4	2.5	Q225
Botswana	35.7	26.4	Q963
Brazil	11.9	2.5	Q155
Brunei Darussalam	3.1	3.2	Q921
Bulgaria	4.8	3.6	Q219
Burkina Faso	25.4	20	Q965
Cabo Verde	17.9	12.6	Q1011
Cambodia	29.3	16.4	Q424
Cameroon	30.8	9.9	Q1009
Canada	2.5	2.5	Q16
Central African Republic	42.5	59.6	Q929
Chad	40.1	37.5	Q657
Chile	4.7	2.7	Q298
China	16.2	8.6	Q148
Hong Kong SAR, China	2.5	2.5	Q8646
Macao SAR, China	22.6	11.2	Q14773
Colombia	9.7	4.8	Q739
Congo, Rep.	36.8	40.3	Q971
Costa Rica	5.1	4.8	Q800
Cote d'Ivoire	20.4	19	Q1008
Croatia	10.4	2.5	Q224
Cuba	3.7	2.5	Q241
Cyprus	3.5	5.6	Q229
Czech Republic	2.5	2.5	Q213
Denmark	2.5	2.5	Q35
Djibouti	48.1	18.9	Q977
Dominica	4.7	6.2	Q784
Dominican Republic	28.1	9.5	Q786
Ecuador	18.5	7.9	Q736
Egypt, Arab Rep.	5.2	4.5	Q79
El Salvador	11	9	Q792
Estonia	5.6	2.9	Q191
Ethiopia	52	20.6	Q115
Fiji	4.8	3.7	Q712
Finland	2.5	2.5	Q33
France	2.5	2.5	Q142
French Polynesia	4.6	4.2	Q30971
Gabon	10.5	10.5	Q1000
Gambia, The	13.1	10.2	Q1005
Georgia	13.5	7.9	Q230
Germany	2.5	2.5	Q183
Ghana	15.6	5.5	Q117
Greece	2.5	2.5	Q41
Guatemala	20.5	15.2	Q774
Guinea	26.3	16.5	Q1006
Guinea-Bissau	25.7	28	Q1007
Guyana	8.3	8.1	Q734
Haiti	54.9	49.3	Q790
Honduras	19.6	12.9	Q783
Hungary	2.5	2.5	Q28
Iceland	2.5	2.5	Q189
India	18.2	14.5	Q668
Indonesia	18.5	8.3	Q252
Iran, Islamic Rep.	4.9	4.9	Q794
Iraq	28.3	29	Q796
Ireland	2.5	2.5	Q27
Israel	2.5	2.5	Q801
Italy	2.5	2.5	Q38
Jamaica	7.4	8	Q766
Japan	2.5	2.5	Q17
Jordan	12.6	12.2	Q810
Kazakhstan	5.8	2.5	Q232
Kenya	31.3	29.4	Q114
Kiribati	4.4	2.7	Q710
Korea, Dem. Peopleâ€™s Rep.	37.5	47.8	Q423
Korea, Rep.	2.5	2.5	Q884
Kuwait	2.5	2.8	Q817
Kyrgyz Republic	16.3	7.1	Q813
Lao PDR	37.7	16.5	Q819
Latvia	5.3	2.5	Q211
Lebanon	2.5	11	Q822
Lesotho	13.6	13.1	Q1013
Liberia	38.4	37.2	Q1014
Lithuania	2.5	2.5	Q37
Luxembourg	2.5	2.5	Q32
North Macedonia	7.9	3.2	Q221
Madagascar	34.4	44.4	Q1019
Malawi	27.1	17.5	Q1020
Malaysia	2.8	2.5	Q833
Maldives	14	10.3	Q826
Mali	14.6	6.3	Q912
Malta	2.5	2.5	Q233
Mauritania	11.6	10.4	Q1025
Mauritius	6.6	6.5	Q1027
Mexico	4.4	3.6	Q96
Mongolia	35.1	13.4	Q711
Morocco	6.8	3.4	Q1028
Mozambique	41.1	27.9	Q1029
Myanmar	48.3	10.6	Q836
Namibia	26.2	27.3	Q1030
Nepal	22	8.7	Q837
Netherlands	2.5	2.5	Q55
New Caledonia	7.6	7.1	Q33788
New Zealand	2.5	2.5	Q664
Nicaragua	32.6	17	Q811
Niger	21.6	16.5	Q1032
Nigeria	9.3	13.4	Q1033
Norway	2.5	2.5	Q20
Oman	11.9	6.8	Q842
Pakistan	23.4	20.3	Q843
Panama	27.7	10	Q804
Paraguay	12.9	10.7	Q733
Peru	21.8	9.7	Q419
Philippines	20.4	13.3	Q928
Poland	2.5	2.5	Q36
Portugal	2.5	2.5	Q45
Romania	2.5	2.5	Q218
Russian Federation	5.1	2.5	Q159
Rwanda	55.5	36.8	Q1037
Samoa	5.3	2.7	Q683
Sao Tome and Principe	17.8	7	Q1039
Saudi Arabia	6.1	7.1	Q851
Senegal	28.7	11.3	Q1041
Sierra Leone	39.6	25.6	Q1044
Slovak Republic	5.9	3.4	Q214
Slovenia	2.5	2.5	Q215
Solomon Islands	15	8.9	Q685
South Africa	5	6.2	Q258
Spain	2.5	2.5	Q29
Sri Lanka	18.6	9	Q854
St. Vincent and the Grenadines	16.7	5.7	Q757
Suriname	13	8.5	Q730
Eswatini	19.2	20.6	Q1050
Sweden	2.5	2.5	Q34
Switzerland	2.5	2.5	Q39
Tanzania	36.5	30.7	Q924
Thailand	18.8	7.8	Q869
Timor-Leste	40.4	24.9	Q574
Togo	31.1	16.1	Q945
Trinidad and Tobago	11.6	5.5	Q754
Tunisia	4.9	4.3	Q948
Turkey	2.5	2.5	Q43
Turkmenistan	8.2	5.4	Q874
Uganda	27.7	41	Q1036
Ukraine	4.5	3.5	Q212
United Arab Emirates	2.5	2.6	Q878
United Kingdom	2.5	2.5	Q145
United States	2.5	2.5	Q30
Uruguay	4.2	2.5	Q77
Uzbekistan	16.2	6.3	Q265
Vanuatu	8.2	7.2	Q686
Venezuela, RB	16.4	21.2	Q717
Vietnam	24.3	9.3	Q881
Yemen, Rep.	29.9	38.9	Q805
Zambia	47.4	46.7	Q953
Zimbabwe	40.2	51.3	Q954
