Country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million
Aruba,2020-08-13,798,81,89.571,7474.29,758.668,838.951
Aruba,2020-08-14,894,96,90.143,8373.452,899.163,844.303
Aruba,2020-08-15,973,79,82.429,9113.388,739.936,772.049
Aruba,2020-08-16,1048,75,77,9815.859,702.471,721.203
Aruba,2020-08-17,1102,54,77,10321.638,505.779,721.203
Aruba,2020-08-18,1121,19,70.143,10499.597,177.959,656.977
Aruba,2020-08-19,1121,0,57.714,10499.597,0,540.568
Aruba,2020-08-20,1296,175,71.143,12138.696,1639.099,666.344
Aruba,2020-08-21,1387,91,70.429,12991.027,852.331,659.654
Aruba,2020-08-22,1464,77,70.143,13712.23,721.203,656.977
Aruba,2020-08-23,1534,70,69.429,14367.87,655.639,650.287
Aruba,2020-08-24,1568,34,66.571,14686.323,318.453,623.526
Aruba,2020-08-25,1628,60,72.429,15248.3,561.977,678.386
Aruba,2020-08-26,1670,42,78.429,15641.684,393.384,734.584
Aruba,2020-08-27,1760,90,66.286,16484.649,842.965,620.85
Aruba,2020-08-28,1848,88,65.857,17308.881,824.232,616.836
Aruba,2020-08-29,1906,58,63.143,17852.125,543.244,591.414
Aruba,2020-08-30,1975,69,63,18498.398,646.273,590.075
Aruba,2020-08-31,1997,22,61.286,18704.456,206.058,574.019
Aruba,2020-09-01,2006,9,54,18788.753,84.296,505.779
Aruba,2020-09-02,2104,98,62,19706.648,917.895,580.709
Aruba,2020-09-03,2211,107,64.429,20708.84,1002.192,603.456
Aruba,2020-09-04,2292,81,63.429,21467.508,758.668,594.09
Aruba,2020-09-05,2358,66,64.571,22085.683,618.174,604.794
Aruba,2020-09-06,2428,70,64.714,22741.322,655.639,606.132
Aruba,2020-09-07,2449,21,64.571,22938.014,196.692,604.794
Aruba,2020-09-08,2482,33,68,23247.101,309.087,636.907
Aruba,2020-09-09,2589,107,69.286,24249.293,1002.192,648.949
Aruba,2020-09-10,2730,141,74.143,25569.938,1320.645,694.443
Aruba,2020-09-11,2819,89,75.286,26403.537,833.599,705.147
Aruba,2020-09-12,2898,79,77.143,27143.473,739.936,722.541
Aruba,2020-09-13,2994,96,80.857,28042.635,899.163,757.33
Aruba,2020-09-14,3046,52,85.286,28529.682,487.046,798.81
Aruba,2020-09-15,3060,14,82.571,28660.81,131.128,773.387
Aruba,2020-09-16,3152,92,80.429,29522.507,861.698,753.316
Aruba,2020-09-17,3328,176,85.429,31170.972,1648.465,800.148
Aruba,2020-09-18,3382,54,80.429,31676.751,505.779,753.316
Aruba,2020-09-19,3460,78,80.286,32407.321,730.57,751.978
Aruba,2020-09-20,3460,0,66.571,32407.321,0,623.526
Aruba,2020-09-21,3551,91,72.143,33259.652,852.331,675.71
Aruba,2020-09-22,3587,36,75.286,33596.838,337.186,705.147
Aruba,2020-09-23,3665,78,73.286,34327.408,730.57,686.414
Aruba,2020-09-24,3721,56,56.143,34851.919,524.512,525.85
Aruba,2020-09-25,3756,35,53.429,35179.739,327.82,500.427
Aruba,2020-09-26,3799,43,48.429,35582.489,402.75,453.595
Aruba,2020-09-27,3832,33,53.143,35891.576,309.087,497.751
Aruba,2020-09-28,3844,12,41.857,36003.971,112.395,392.046
Aruba,2020-09-29,3872,28,40.714,36266.227,262.256,381.341
Aruba,2020-09-30,3934,62,38.429,36846.936,580.709,359.933
Aruba,2020-10-01,3963,29,34.571,37118.558,271.622,323.806
Aruba,2020-10-02,3998,35,34.571,37446.378,327.82,323.806
Aruba,2020-10-03,4038,40,34.143,37821.029,374.651,319.791
Aruba,2020-10-04,4074,36,34.571,38158.215,337.186,323.806
Aruba,2020-10-05,4079,5,33.571,38205.047,46.831,314.439
Aruba,2020-10-06,4079,0,29.571,38205.047,0,276.974
Aruba,2020-10-07,4094,15,22.857,38345.541,140.494,214.086
Aruba,2020-10-08,4108,14,20.714,38476.669,131.128,194.016
Aruba,2020-10-09,4133,25,19.286,38710.826,234.157,180.635
Aruba,2020-10-10,4167,34,18.429,39029.279,318.453,172.607
Aruba,2020-10-11,4188,21,16.286,39225.971,196.692,152.537
Aruba,2020-10-12,4194,6,16.429,39282.168,56.198,153.875
Aruba,2020-10-13,4197,3,16.857,39310.267,28.099,157.889
Aruba,2020-10-14,4229,32,19.286,39609.988,299.721,180.635
Aruba,2020-10-15,4255,26,21,39853.511,243.523,196.692
Aruba,2020-10-16,4285,30,21.714,40134.5,280.988,203.382
Aruba,2020-10-17,4289,4,17.429,40171.965,37.465,163.241
Aruba,2020-10-18,4304,15,16.571,40312.459,140.494,155.213
Aruba,2020-10-19,4322,18,18.286,40481.052,168.593,171.269
Aruba,2020-10-20,4334,12,19.571,40593.447,112.395,183.311
Aruba,2020-10-21,4355,21,18,40790.139,196.692,168.593
Aruba,2020-10-22,4369,14,16.286,40921.267,131.128,152.537
Aruba,2020-10-23,4389,20,14.857,41108.593,187.326,139.156
Aruba,2020-10-24,4401,12,16,41220.988,112.395,149.86
Aruba,2020-10-25,4410,9,15.143,41305.284,84.296,141.832
Aruba,2020-10-26,4420,10,14,41398.947,93.663,131.128
Aruba,2020-10-27,4420,0,12.286,41398.947,0,115.071
Aruba,2020-10-28,4420,0,9.286,41398.947,0,86.973
Aruba,2020-10-29,4437,17,9.714,41558.174,159.227,90.987
Aruba,2020-10-30,4455,18,9.429,41726.767,168.593,88.311
Aruba,2020-10-31,4472,17,10.143,41885.994,159.227,95.001
Aruba,2020-11-01,4513,41,14.714,42270.011,384.017,137.818
Aruba,2020-11-02,4519,6,14.143,42326.209,56.198,132.466
Afghanistan,2019-12-31,,0,,,0,
Afghanistan,2020-01-01,,0,,,0,
Afghanistan,2020-01-02,,0,,,0,
Afghanistan,2020-01-03,,0,,,0,
Afghanistan,2020-01-04,,0,,,0,
Afghanistan,2020-01-05,,0,,,0,
Afghanistan,2020-01-06,,0,0,,0,0
Afghanistan,2020-01-07,,0,0,,0,0
Afghanistan,2020-01-08,,0,0,,0,0
Afghanistan,2020-01-09,,0,0,,0,0
Afghanistan,2020-01-10,,0,0,,0,0
Afghanistan,2020-01-11,,0,0,,0,0
Afghanistan,2020-01-12,,0,0,,0,0
Afghanistan,2020-01-13,,0,0,,0,0
Afghanistan,2020-01-14,,0,0,,0,0
Afghanistan,2020-01-15,,0,0,,0,0
Afghanistan,2020-01-16,,0,0,,0,0
Afghanistan,2020-01-17,,0,0,,0,0
Afghanistan,2020-01-18,,0,0,,0,0
Afghanistan,2020-01-19,,0,0,,0,0
Afghanistan,2020-01-20,,0,0,,0,0
Afghanistan,2020-01-21,,0,0,,0,0
Afghanistan,2020-01-22,,0,0,,0,0
Afghanistan,2020-01-23,,0,0,,0,0
Afghanistan,2020-01-24,,0,0,,0,0
Afghanistan,2020-01-25,,0,0,,0,0
Afghanistan,2020-01-26,,0,0,,0,0
Afghanistan,2020-01-27,,0,0,,0,0
Afghanistan,2020-01-28,,0,0,,0,0
Afghanistan,2020-01-29,,0,0,,0,0
Afghanistan,2020-01-30,,0,0,,0,0
Afghanistan,2020-01-31,,0,0,,0,0
Afghanistan,2020-02-01,,0,0,,0,0
Afghanistan,2020-02-02,,0,0,,0,0
Afghanistan,2020-02-03,,0,0,,0,0
Afghanistan,2020-02-04,,0,0,,0,0
Afghanistan,2020-02-05,,0,0,,0,0
Afghanistan,2020-02-06,,0,0,,0,0
Afghanistan,2020-02-07,,0,0,,0,0
Afghanistan,2020-02-08,,0,0,,0,0
Afghanistan,2020-02-09,,0,0,,0,0
Afghanistan,2020-02-10,,0,0,,0,0
Afghanistan,2020-02-11,,0,0,,0,0
Afghanistan,2020-02-12,,0,0,,0,0
Afghanistan,2020-02-13,,0,0,,0,0
Afghanistan,2020-02-14,,0,0,,0,0
Afghanistan,2020-02-15,,0,0,,0,0
Afghanistan,2020-02-16,,0,0,,0,0
Afghanistan,2020-02-17,,0,0,,0,0
Afghanistan,2020-02-18,,0,0,,0,0
Afghanistan,2020-02-19,,0,0,,0,0
Afghanistan,2020-02-20,,0,0,,0,0
Afghanistan,2020-02-21,,0,0,,0,0
Afghanistan,2020-02-22,,0,0,,0,0
Afghanistan,2020-02-23,,0,0,,0,0
Afghanistan,2020-02-24,,0,0,,0,0
Afghanistan,2020-02-25,1,1,0.143,0.026,0.026,0.004
Afghanistan,2020-02-26,1,0,0.143,0.026,0,0.004
Afghanistan,2020-02-27,1,0,0.143,0.026,0,0.004
Afghanistan,2020-02-28,1,0,0.143,0.026,0,0.004
Afghanistan,2020-02-29,1,0,0.143,0.026,0,0.004
Afghanistan,2020-03-01,1,0,0.143,0.026,0,0.004
Afghanistan,2020-03-02,1,0,0.143,0.026,0,0.004
Afghanistan,2020-03-03,,,0,,,0
Afghanistan,2020-03-04,,,0,,,0
Afghanistan,2020-03-05,,,0,,,0
Afghanistan,2020-03-06,,,0,,,0
Afghanistan,2020-03-07,,,0,,,0
Afghanistan,2020-03-08,4,3,0.429,0.103,0.077,0.011
Afghanistan,2020-03-09,,,0.429,,,0.011
Afghanistan,2020-03-10,,,0.429,,,0.011
Afghanistan,2020-03-11,7,3,0.857,0.18,0.077,0.022
Afghanistan,2020-03-12,,,0.857,,,0.022
Afghanistan,2020-03-13,,,0.857,,,0.022
Afghanistan,2020-03-14,,,0.857,,,0.022
Afghanistan,2020-03-15,10,3,0.857,0.257,0.077,0.022
Afghanistan,2020-03-16,16,6,1.714,0.411,0.154,0.044
Afghanistan,2020-03-17,21,5,2.429,0.539,0.128,0.062
Afghanistan,2020-03-18,22,1,2.143,0.565,0.026,0.055
Afghanistan,2020-03-19,22,0,2.143,0.565,0,0.055
Afghanistan,2020-03-20,22,0,2.143,0.565,0,0.055
Afghanistan,2020-03-21,24,2,2.429,0.617,0.051,0.062
Afghanistan,2020-03-22,24,0,2,0.617,0,0.051
Afghanistan,2020-03-23,34,10,2.571,0.873,0.257,0.066
Afghanistan,2020-03-24,40,6,2.714,1.028,0.154,0.07
Afghanistan,2020-03-25,42,2,2.857,1.079,0.051,0.073
Afghanistan,2020-03-26,75,33,7.571,1.927,0.848,0.194
Afghanistan,2020-03-27,75,0,7.571,1.927,0,0.194
Afghanistan,2020-03-28,91,16,9.571,2.338,0.411,0.246
Afghanistan,2020-03-29,106,15,11.714,2.723,0.385,0.301
Afghanistan,2020-03-30,114,8,11.429,2.928,0.206,0.294
Afghanistan,2020-03-31,141,27,14.429,3.622,0.694,0.371
Afghanistan,2020-04-01,166,25,17.714,4.264,0.642,0.455
Afghanistan,2020-04-02,192,26,16.714,4.932,0.668,0.429
Afghanistan,2020-04-03,235,43,22.857,6.037,1.105,0.587
Afghanistan,2020-04-04,235,0,20.571,6.037,0,0.528
Afghanistan,2020-04-05,270,35,23.429,6.936,0.899,0.602
Afghanistan,2020-04-06,299,29,26.429,7.681,0.745,0.679
Afghanistan,2020-04-07,337,38,28,8.657,0.976,0.719
Afghanistan,2020-04-08,367,30,28.714,9.428,0.771,0.738
Afghanistan,2020-04-09,423,56,33,10.866,1.439,0.848
Afghanistan,2020-04-10,484,61,35.571,12.433,1.567,0.914
Afghanistan,2020-04-11,521,37,40.857,13.384,0.95,1.05
Afghanistan,2020-04-12,555,34,40.714,14.257,0.873,1.046
Afghanistan,2020-04-13,607,52,44,15.593,1.336,1.13
Afghanistan,2020-04-14,665,58,46.857,17.083,1.49,1.204
Afghanistan,2020-04-15,714,49,49.571,18.341,1.259,1.273
Afghanistan,2020-04-16,784,70,51.571,20.14,1.798,1.325
Afghanistan,2020-04-17,794,10,44.286,20.396,0.257,1.138
Afghanistan,2020-04-18,845,51,46.286,21.707,1.31,1.189
Afghanistan,2020-04-19,908,63,50.429,23.325,1.618,1.295
Afghanistan,2020-04-20,996,88,55.571,25.585,2.261,1.428
Afghanistan,2020-04-21,1031,35,52.286,26.485,0.899,1.343
Afghanistan,2020-04-22,1092,61,54,28.052,1.567,1.387
Afghanistan,2020-04-23,1176,84,56,30.209,2.158,1.439
Afghanistan,2020-04-24,1281,105,69.571,32.907,2.697,1.787
Afghanistan,2020-04-25,1351,70,72.286,34.705,1.798,1.857
Afghanistan,2020-04-26,1463,112,79.286,37.582,2.877,2.037
Afghanistan,2020-04-27,1531,68,76.429,39.329,1.747,1.963
Afghanistan,2020-04-28,1703,172,96,43.747,4.418,2.466
Afghanistan,2020-04-29,1827,124,105,46.932,3.185,2.697
Afghanistan,2020-04-30,1949,122,110.429,50.066,3.134,2.837
Afghanistan,2020-05-01,2171,222,127.143,55.769,5.703,3.266
Afghanistan,2020-05-02,2335,164,140.571,59.982,4.213,3.611
Afghanistan,2020-05-03,2469,134,143.714,63.424,3.442,3.692
Afghanistan,2020-05-04,2704,235,167.571,69.461,6.037,4.305
Afghanistan,2020-05-05,2894,190,170.143,74.342,4.881,4.371
Afghanistan,2020-05-06,3224,330,199.571,82.819,8.477,5.127
Afghanistan,2020-05-07,3392,168,206.143,87.134,4.316,5.295
Afghanistan,2020-05-08,3563,171,198.857,91.527,4.393,5.108
Afghanistan,2020-05-09,3778,215,206.143,97.05,5.523,5.295
Afghanistan,2020-05-10,4033,255,223.429,103.601,6.55,5.739
Afghanistan,2020-05-11,4402,369,242.571,113.08,9.479,6.231
Afghanistan,2020-05-12,4687,285,256.143,120.401,7.321,6.58
Afghanistan,2020-05-13,4967,280,249,127.593,7.193,6.396
Afghanistan,2020-05-14,5226,259,262,134.247,6.653,6.73
Afghanistan,2020-05-15,5339,113,253.714,137.149,2.903,6.517
Afghanistan,2020-05-16,6402,1063,374.857,164.456,27.307,9.629
Afghanistan,2020-05-17,6402,0,338.429,164.456,0,8.694
Afghanistan,2020-05-18,6664,262,323.143,171.186,6.73,8.301
Afghanistan,2020-05-19,7072,408,340.714,181.667,10.481,8.752
Afghanistan,2020-05-20,7653,581,383.714,196.592,14.925,9.857
Afghanistan,2020-05-21,8145,492,417,209.231,12.639,10.712
Afghanistan,2020-05-22,8676,531,476.714,222.871,13.64,12.246
Afghanistan,2020-05-23,9216,540,402,236.743,13.872,10.327
Afghanistan,2020-05-24,9998,782,513.714,256.831,20.088,13.196
Afghanistan,2020-05-25,10582,584,559.714,271.833,15.002,14.378
Afghanistan,2020-05-26,11173,591,585.857,287.015,15.182,15.05
Afghanistan,2020-05-27,11831,658,596.857,303.917,16.903,15.332
Afghanistan,2020-05-28,12456,625,615.857,319.973,16.055,15.82
Afghanistan,2020-05-29,13036,580,622.857,334.872,14.899,16
Afghanistan,2020-05-30,13659,623,634.714,350.875,16.004,16.305
Afghanistan,2020-05-31,14525,866,646.714,373.121,22.246,16.613
Afghanistan,2020-06-01,15205,680,660.429,390.589,17.468,16.965
Afghanistan,2020-06-02,15750,545,653.857,404.59,14,16.796
Afghanistan,2020-06-03,16509,759,668.286,424.087,19.497,17.167
Afghanistan,2020-06-04,17267,758,687.286,443.559,19.472,17.655
Afghanistan,2020-06-05,18054,787,716.857,463.775,20.217,18.415
Afghanistan,2020-06-06,18969,915,758.571,487.28,23.505,19.486
Afghanistan,2020-06-07,19551,582,718,502.23,14.951,18.444
Afghanistan,2020-06-08,20342,791,733.857,522.55,20.319,18.851
Afghanistan,2020-06-09,20917,575,738.143,537.321,14.771,18.962
Afghanistan,2020-06-10,21459,542,707.143,551.244,13.923,18.165
Afghanistan,2020-06-11,22143,684,696.571,568.814,17.571,17.894
Afghanistan,2020-06-12,22890,747,690.857,588.003,19.189,17.747
Afghanistan,2020-06-13,23546,656,653.857,604.855,16.851,16.796
Afghanistan,2020-06-14,24102,556,650.143,619.138,14.283,16.701
Afghanistan,2020-06-15,24766,664,632,636.195,17.057,16.235
Afghanistan,2020-06-16,25527,761,658.571,655.743,19.549,16.918
Afghanistan,2020-06-17,26310,783,693,675.857,20.114,17.802
Afghanistan,2020-06-18,26874,564,675.857,690.345,14.488,17.362
Afghanistan,2020-06-19,27532,658,663.143,707.248,16.903,17.035
Afghanistan,2020-06-20,27878,346,618.857,716.136,8.888,15.897
Afghanistan,2020-06-21,28424,546,617.429,730.162,14.026,15.861
Afghanistan,2020-06-22,28833,409,581,740.669,10.506,14.925
Afghanistan,2020-06-23,29143,310,516.571,748.632,7.963,13.27
Afghanistan,2020-06-24,29481,338,453,757.315,8.683,11.637
Afghanistan,2020-06-25,29715,234,405.857,763.326,6.011,10.426
Afghanistan,2020-06-26,30175,460,377.571,775.142,11.817,9.699
Afghanistan,2020-06-27,30451,276,367.571,782.232,7.09,9.442
Afghanistan,2020-06-28,30616,165,313.143,786.471,4.239,8.044
Afghanistan,2020-06-29,30967,351,304.857,795.487,9.017,7.831
Afghanistan,2020-06-30,31238,271,299.286,802.449,6.962,7.688
Afghanistan,2020-07-01,31517,279,290.857,809.616,7.167,7.472
Afghanistan,2020-07-02,31836,319,303,817.81,8.195,7.784
Afghanistan,2020-07-03,32022,186,263.857,822.588,4.778,6.778
Afghanistan,2020-07-04,32324,302,267.571,830.346,7.758,6.873
Afghanistan,2020-07-05,32672,348,293.714,839.286,8.94,7.545
Afghanistan,2020-07-06,32951,279,283.429,846.453,7.167,7.281
Afghanistan,2020-07-07,33384,433,306.571,857.576,11.123,7.875
Afghanistan,2020-07-08,33594,210,296.714,862.97,5.395,7.622
Afghanistan,2020-07-09,33653,59,259.571,864.486,1.516,6.668
Afghanistan,2020-07-10,33908,255,269.429,871.036,6.55,6.921
Afghanistan,2020-07-11,34366,458,291.714,882.802,11.765,7.494
Afghanistan,2020-07-12,34451,85,254.143,884.985,2.183,6.528
Afghanistan,2020-07-13,34451,0,214.286,884.985,0,5.505
Afghanistan,2020-07-14,34455,4,153,885.088,0.103,3.93
Afghanistan,2020-07-15,34740,285,163.714,892.409,7.321,4.206
Afghanistan,2020-07-16,34994,254,191.571,898.934,6.525,4.921
Afghanistan,2020-07-17,35070,76,166,900.886,1.952,4.264
Afghanistan,2020-07-18,35289,219,131.857,906.512,5.626,3.387
Afghanistan,2020-07-19,35301,12,121.429,906.82,0.308,3.119
Afghanistan,2020-07-20,35475,174,146.286,911.29,4.47,3.758
Afghanistan,2020-07-21,35615,140,165.714,914.886,3.596,4.257
Afghanistan,2020-07-22,35727,112,141,917.763,2.877,3.622
Afghanistan,2020-07-23,35915,188,131.571,922.593,4.829,3.38
Afghanistan,2020-07-24,35928,13,122.571,922.927,0.334,3.149
Afghanistan,2020-07-25,36036,108,106.714,925.701,2.774,2.741
Afghanistan,2020-07-26,36157,121,122.286,928.809,3.108,3.141
Afghanistan,2020-07-27,36263,106,112.571,931.532,2.723,2.892
Afghanistan,2020-07-28,36368,105,107.571,934.229,2.697,2.763
Afghanistan,2020-07-29,36471,103,106.286,936.875,2.646,2.73
Afghanistan,2020-07-30,36471,0,79.429,936.875,0,2.04
Afghanistan,2020-07-31,36542,71,87.714,938.699,1.824,2.253
Afghanistan,2020-08-01,36710,168,96.286,943.015,4.316,2.473
Afghanistan,2020-08-02,36710,0,79,943.015,0,2.029
Afghanistan,2020-08-03,36710,0,63.857,943.015,0,1.64
Afghanistan,2020-08-04,36747,37,54.143,943.965,0.95,1.391
Afghanistan,2020-08-05,36829,82,51.143,946.072,2.106,1.314
Afghanistan,2020-08-06,36896,67,60.714,947.793,1.721,1.56
